"Status","Year","Organisation","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Public Health England","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Female","Medicine","60","50","96730","101430"
"Leaver CS","2022","Public Health England","Female","Operational Delivery","560","500","41030","38200"
"Leaver CS","2022","Public Health England","Female","Science and Engineering","270","240","42630","40060"
"Leaver CS","2022","Public Health England","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Male","Knowledge and Information Management","80","80","37840","36330"
"Leaver CS","2022","Public Health England","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Male","Medicine","30","30","[c]","[c]"
"Leaver CS","2022","Public Health England","Male","Operational Delivery","160","150","39160","36330"
"Leaver CS","2022","Public Health England","Male","Science and Engineering","50","50","45700","39580"
"Leaver CS","2022","Public Health England","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Male","Other","210","210","36610","33570"
"Leaver CS","2022","Rural Payments Agency","Female","Operational Delivery","90","70","25180","21300"
"Leaver CS","2022","Rural Payments Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Male","Operational Delivery","80","80","24290","21300"
"Leaver CS","2022","Rural Payments Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Operational Delivery","90","70","24460","23780"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Female","Unknown","190","180","41030","36130"
"Leaver CS","2022","Scottish Government (excl. agencies)","Male","Unknown","220","210","42220","36130"
"Leaver CS","2022","Scottish Housing Regulator","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Operational Delivery","60","50","30160","26900"
"Leaver CS","2022","Scottish Prison Service","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Operational Delivery","190","160","32010","35000"
"Leaver CS","2022","Scottish Prison Service","Male","Other","40","40","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Science and Engineering","50","50","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Finance","[c]","[c]","[c]","[c]"
