"Status","Year","Sex","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","Policy","No function","700","680","43170","38750"
"Leaver Dept.","2021","Female","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Unknown","220","210","47250","42170"
"Leaver Dept.","2021","Female","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Project Delivery","140","140","42620","38160"
"Leaver Dept.","2021","Female","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Analysis","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Communications","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Human Resources","110","110","38000","32910"
"Leaver Dept.","2021","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","No function","610","600","38510","32000"
"Leaver Dept.","2021","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","2200","1860","31970","27570"
"Leaver Dept.","2021","Male","Commercial","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Communications","70","60","46640","41740"
"Leaver Dept.","2021","Male","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Digital, Data & Technology","80","80","45260","41720"
"Leaver Dept.","2021","Male","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Analysis","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Finance","80","80","45610","43250"
"Leaver Dept.","2021","Male","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Human Resources","100","100","38300","34400"
"Leaver Dept.","2021","Male","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","No function","80","80","46630","43170"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Legal","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","No function","560","550","29070","23600"
"Leaver Dept.","2021","Male","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Unknown","190","190","28190","25120"
"Leaver Dept.","2021","Male","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","No function","590","580","43190","38700"
"Leaver Dept.","2021","Male","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Unknown","110","110","46560","42330"
"Leaver Dept.","2021","Male","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Project Delivery","140","140","41160","37900"
"Leaver Dept.","2021","Male","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Analysis","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Human Resources","60","60","37700","32910"
"Leaver Dept.","2021","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","No function","450","440","39390","32000"
"Leaver Dept.","2021","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","1800","1580","33730","28230"
"Leaver Dept.","2021","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Commercial","220","120","40580","38980"
"Leaver Dept.","2022","Female","Commercial","Communications","[c]","[c]","[c]","[c]"
