"Status","Year","Sex","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Ministry of Defence","500","490","31670","27880"
"Leaver CS","2022","Male","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Cabinet Office","380","370","52980","54700"
"Leaver CS","2022","Male","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Transport","130","120","46870","43360"
"Leaver CS","2022","Male","Unknown","Department for Work and Pensions","480","470","27040","25110"
"Leaver CS","2022","Male","Unknown","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Foreign, Commonwealth and Development Office","110","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","HM Revenue and Customs","2000","1800","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Ministry of Justice","290","250","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Scottish Government","430","400","39180","32040"
"Leaver CS","2022","Male","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Veterinarian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Ministry of Justice","[c]","[c]","[c]","[c]"
