"Status","Year","Function_of_post","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Communications","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Counter Fraud","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Counter Fraud","Declared non-disabled","200","160","29140","27570"
"Leaver CS","2022","Counter Fraud","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Operational Delivery","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Other","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2022","Debt","Other","Declared non-disabled","160","130","22560","21260"
"Leaver CS","2022","Debt","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","Declared disabled","100","90","38060","33930"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","Declared non-disabled","660","630","41240","38450"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","Undeclared","70","70","38120","36380"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","360","310","39380","36500"
"Leaver CS","2022","Digital, Data & Technology","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Science and Engineering","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Declared non-disabled","80","80","57230","56340"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Finance","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Finance","Finance","Declared non-disabled","260","240","40850","36920"
"Leaver CS","2022","Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Finance","Unknown","120","70","39660","33620"
"Leaver CS","2022","Finance","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Operational Delivery","Declared non-disabled","150","130","23860","21300"
"Leaver CS","2022","Human Resources","Human Resources","Declared disabled","70","60","34940","31180"
"Leaver CS","2022","Human Resources","Human Resources","Declared non-disabled","310","290","37840","34020"
"Leaver CS","2022","Human Resources","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Human Resources","Unknown","130","110","32790","27270"
"Leaver CS","2022","Human Resources","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Operational Delivery","Declared non-disabled","60","50","29150","27570"
"Leaver CS","2022","Human Resources","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Declared non-disabled","320","280","58060","55610"
"Leaver CS","2022","Legal","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Unknown","120","120","52320","53350"
"Leaver CS","2022","Legal","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","Declared non-disabled","110","90","25360","23770"
"Leaver CS","2022","Legal","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","Unknown","60","60","22520","22200"
"Leaver CS","2022","Legal","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Other","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Legal","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
