"Status","Year","Sex","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Sefton","North West (England)","100","90","30000","27570"
"Leaver Dept.","2022","Female","Sheffield","Yorkshire and The Humber","130","120","36730","32870"
"Leaver Dept.","2022","Female","Shropshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Somerset CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Hampshire","South East (England)","70","60","38220","29870"
"Leaver Dept.","2022","Female","South Lanarkshire","Scotland","90","80","36870","33930"
"Leaver Dept.","2022","Female","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","West Midlands (England)","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","Stoke-on-Trent","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","East of England","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Sunderland","North East (England)","80","70","[c]","[c]"
"Leaver Dept.","2022","Female","Swansea","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Thurrock","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","London","190","190","41100","35590"
"Leaver Dept.","2022","Female","Tyneside","North East (England)","390","360","31880","27570"
"Leaver Dept.","2022","Female","Unknown","Unknown","420","290","36370","32000"
"Leaver Dept.","2022","Female","Wakefield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wandsworth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warrington","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warwickshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Essex","East of England","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Lothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (North East)","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (South West)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","London","3300","2690","44170","39740"
"Leaver Dept.","2022","Female","Wiltshire","South West (England)","550","510","35160","30170"
"Leaver Dept.","2022","Female","Wirral","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Wolverhampton","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Worcestershire CC","West Midlands (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","York","Yorkshire and The Humber","90","80","39330","37300"
"Leaver Dept.","2022","Male","Aberdeen City and Aberdeenshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Angus and Dundee City","Scotland","70","70","[c]","[c]"
"Leaver Dept.","2022","Male","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Barnet","London","380","360","45600","40470"
"Leaver Dept.","2022","Male","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","260","260","36270","33300"
"Leaver Dept.","2022","Male","Bedford","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Berkshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Birmingham","West Midlands (England)","310","300","34330","27570"
"Leaver Dept.","2022","Male","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Blackpool","North West (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Bournemouth, Christchurch and Poole","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Bradford","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Brent","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Bristol, City of","South West (England)","190","180","41990","32870"
"Leaver Dept.","2022","Male","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Buckinghamshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Caithness and Sutherland, and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Cambridgeshire CC","East of England","100","90","45180","34540"
"Leaver Dept.","2022","Male","Camden and City of London","London","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Cardiff and Vale of Glamorgan","Wales","170","170","35360","30660"
"Leaver Dept.","2022","Male","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Central Hampshire","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","City of Edinburgh","Scotland","80","80","35030","27570"
"Leaver Dept.","2022","Male","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Coventry","West Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Croydon","London","130","130","38720","35050"
"Leaver Dept.","2022","Male","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Derby","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Devon CC","South West (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Dorset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Dudley","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Durham","North East (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Ealing","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Kent","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Essex Thames Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Falkirk","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Glasgow City","Scotland","190","190","29510","27570"
"Leaver Dept.","2022","Male","Gloucestershire CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester North East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester North West","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester South East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester South West","North West (England)","90","90","[c]","[c]"
"Leaver Dept.","2022","Male","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hackney and Newham","London","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Harrow and Hillingdon","London","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Hartlepool and Stockton-on-Tees","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heart of Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hertfordshire CC","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Kent Thames Gateway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Kingston upon Hull, City of","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lambeth","London","530","490","50230","45240"
"Leaver Dept.","2022","Male","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Leeds","Yorkshire and The Humber","420","280","37960","31990"
"Leaver Dept.","2022","Male","Leicester","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Leicestershire CC and Rutland","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lewisham and Southwark","London","80","70","50000","52610"
"Leaver Dept.","2022","Male","Lincolnshire CC","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Liverpool","North West (England)","180","180","31260","26480"
"Leaver Dept.","2022","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Luton","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Manchester","North West (England)","290","280","35800","28590"
"Leaver Dept.","2022","Male","Medway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mid Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Mid Lancashire","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Milton Keynes","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Monmouthshire and Newport","Wales","80","80","36610","31670"
"Leaver Dept.","2022","Male","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Norwich and East Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Nottingham","East Midlands (England)","140","140","34960","28590"
"Leaver Dept.","2022","Male","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Overseas","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Oxfordshire CC","South East (England)","130","120","46700","41690"
"Leaver Dept.","2022","Male","Perth and Kinross, and Stirling","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Peterborough","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Portsmouth","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Powys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Sefton","North West (England)","70","70","30760","27570"
"Leaver Dept.","2022","Male","Sheffield","Yorkshire and The Humber","130","130","38960","35800"
"Leaver Dept.","2022","Male","Shropshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Somerset CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Hampshire","South East (England)","50","50","34000","29540"
"Leaver Dept.","2022","Male","South Lanarkshire","Scotland","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South West Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Staffordshire CC","West Midlands (England)","30","30","[c]","[c]"
