"Status","Year","Region_ITL2","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Surrey, East and West Sussex","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","No function","Declared non-disabled","110","100","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","No function","Unknown","100","90","30810","24370"
"Leaver CS","2021","Surrey, East and West Sussex","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Unknown","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Unknown","Declared non-disabled","150","130","26680","25990"
"Leaver CS","2021","Surrey, East and West Sussex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","No function","Declared non-disabled","130","110","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","No function","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","No function","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Unknown","Declared non-disabled","230","180","26800","21430"
"Leaver CS","2021","Tees Valley and Durham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Unknown","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","520","520","34340","32060"
"Leaver CS","2021","West Central Scotland","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Legal","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","West Central Scotland","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","No function","Declared non-disabled","60","60","29360","23450"
"Leaver CS","2021","West Central Scotland","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","No function","Unknown","70","60","30210","31880"
"Leaver CS","2021","West Central Scotland","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Declared non-disabled","270","220","29950","25580"
"Leaver CS","2021","West Central Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","Unknown","90","80","35330","27570"
"Leaver CS","2021","West Midlands","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","No function","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands","No function","Declared non-disabled","160","140","33220","22570"
"Leaver CS","2021","West Midlands","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","No function","Unknown","100","100","35380","21620"
"Leaver CS","2021","West Midlands","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Declared disabled","110","90","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Declared non-disabled","400","330","27710","26100"
"Leaver CS","2021","West Midlands","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","Unknown","140","120","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Human Resources","Unknown","[c]","[c]","[c]","[c]"
