"Status","Year","Sex","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Unknown","70","60","35210","31980"
"Leaver Dept.","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Communications","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Operational Delivery","220","210","27870","22680"
"Leaver Dept.","2021","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Policy","320","310","41980","37410"
"Leaver Dept.","2021","Female","Unknown","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","880","730","35110","32000"
"Leaver Dept.","2021","Female","White","Commercial","60","60","38350","37390"
"Leaver Dept.","2021","Female","White","Communications","60","60","44260","41440"
"Leaver Dept.","2021","Female","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","White","Economics","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","White","Finance","70","70","47490","49590"
"Leaver Dept.","2021","Female","White","Human Resources","120","120","38690","33910"
"Leaver Dept.","2021","Female","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Legal","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","White","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Operational Delivery","640","610","29320","24310"
"Leaver Dept.","2021","Female","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Other","120","110","35970","27870"
"Leaver Dept.","2021","Female","White","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Policy","440","420","47350","42780"
"Leaver Dept.","2021","Female","White","Project Delivery","140","140","41820","33770"
"Leaver Dept.","2021","Female","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Science and Engineering","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Unknown","1670","1510","34920","31990"
"Leaver Dept.","2021","Male","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Operational Delivery","80","80","27130","25080"
"Leaver Dept.","2021","Male","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Policy","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Unknown","210","200","33540","31060"
"Leaver Dept.","2021","Male","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Unknown","90","80","33150","30350"
"Leaver Dept.","2021","Male","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
