"Status","Year","Ethnicity","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Operational Delivery","40","30","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Operational Delivery","210","200","26520","24890"
"Leaver Dept.","2022","Asian","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Operational Delivery","100","100","27930","27570"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
