"Status","Year","Organisation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Hampshire and Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Inner London - East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Merseyside","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Northumberland, and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Dorset and Somerset","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Anglia","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Wales","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","50","50","21980","19930"
"Leaver CS","2022","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Greater Manchester","Declared non-disabled","80","70","26390","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Greater Manchester","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Inner London - East","Declared non-disabled","60","60","24400","23720"
"Leaver CS","2022","HM Courts and Tribunals Service","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Inner London - East","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Inner London - West","Declared non-disabled","130","120","32350","26410"
"Leaver CS","2022","HM Courts and Tribunals Service","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Inner London - West","Unknown","110","110","26450","23720"
"Leaver CS","2022","HM Courts and Tribunals Service","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","50","40","21100","20370"
"Leaver CS","2022","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","Unknown","40","40","[c]","[c]"
