"Status","Year","Function_of_post","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Heterosexual / straight","70","60","57210","54280"
"Leaver Dept.","2022","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Heterosexual / straight","120","100","37380","37400"
"Leaver Dept.","2022","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Undeclared","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Heterosexual / straight","60","50","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Heterosexual / straight","150","140","36600","36250"
"Leaver Dept.","2022","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Heterosexual / straight","60","60","27360","27140"
"Leaver Dept.","2022","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Heterosexual / straight","120","110","57820","55470"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","240","220","36510","36410"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Undeclared","110","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Unknown","80","80","37430","37080"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Heterosexual / straight","90","80","57700","56300"
"Leaver Dept.","2022","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Heterosexual / straight","170","160","36720","35860"
"Leaver Dept.","2022","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Undeclared","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Heterosexual / straight","50","50","21780","21260"
"Leaver Dept.","2022","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Heterosexual / straight","150","140","27080","27500"
"Leaver Dept.","2022","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Heterosexual / straight","110","110","58000","57850"
"Leaver Dept.","2022","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Heterosexual / straight","230","220","35020","34140"
"Leaver Dept.","2022","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Heterosexual / straight","50","50","60650","59130"
"Leaver Dept.","2022","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","AA/AO","Heterosexual / straight","1440","1320","21320","21260"
"Leaver Dept.","2022","No function","AA/AO","LGBO","110","110","21140","21240"
"Leaver Dept.","2022","No function","AA/AO","Undeclared","180","160","21190","21190"
"Leaver Dept.","2022","No function","AA/AO","Unknown","360","330","21310","21130"
"Leaver Dept.","2022","No function","EO","Heterosexual / straight","2420","2310","27150","27570"
"Leaver Dept.","2022","No function","EO","LGBO","220","220","27360","27570"
"Leaver Dept.","2022","No function","EO","Undeclared","290","230","26750","27570"
"Leaver Dept.","2022","No function","EO","Unknown","470","450","27650","27570"
"Leaver Dept.","2022","No function","G6/G7","Heterosexual / straight","1770","1650","57390","54700"
"Leaver Dept.","2022","No function","G6/G7","LGBO","170","160","57210","54280"
"Leaver Dept.","2022","No function","G6/G7","Undeclared","390","250","57880","54220"
"Leaver Dept.","2022","No function","G6/G7","Unknown","640","620","58620","54820"
"Leaver Dept.","2022","No function","SCS","Heterosexual / straight","370","320","97510","95140"
"Leaver Dept.","2022","No function","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","SCS","Undeclared","80","50","100670","98470"
"Leaver Dept.","2022","No function","SCS","Unknown","130","120","109460","107720"
"Leaver Dept.","2022","No function","SEO/HEO","Heterosexual / straight","3330","3140","35640","35290"
"Leaver Dept.","2022","No function","SEO/HEO","LGBO","340","310","35350","34710"
"Leaver Dept.","2022","No function","SEO/HEO","Undeclared","620","440","36140","36330"
"Leaver Dept.","2022","No function","SEO/HEO","Unknown","1280","1240","34560","32940"
"Leaver Dept.","2022","No function","Unknown","Heterosexual / straight","110","110","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","EO","Heterosexual / straight","90","90","24670","25670"
"Leaver Dept.","2022","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","G6/G7","Heterosexual / straight","110","110","57210","56170"
"Leaver Dept.","2022","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","Heterosexual / straight","270","260","35510","35770"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
