"Status","Year","Responsibility_level","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","SCS","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Planning","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Policy","40-49","60","50","85730","78610"
"Leaver Dept.","2021","SCS","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","30-39","40","30","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","40-49","60","50","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","50-59","30","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data and Technology","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Economics","20-29","60","60","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","30-39","40","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","20-29","60","60","33050","32830"
"Leaver Dept.","2021","SEO/HEO","Human Resources","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","International Trade","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Medicine","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Medicine","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Operational Delivery","20-29","150","150","33690","32560"
"Leaver Dept.","2021","SEO/HEO","Operational Delivery","30-39","140","140","33730","32430"
"Leaver Dept.","2021","SEO/HEO","Operational Delivery","40-49","80","80","35430","33930"
"Leaver Dept.","2021","SEO/HEO","Operational Delivery","50-59","60","60","35540","34250"
"Leaver Dept.","2021","SEO/HEO","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Other","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Other","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Other","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Planning","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Planning","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Planning","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Planning","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Policy","20-29","460","450","35260","33620"
"Leaver Dept.","2021","SEO/HEO","Policy","30-39","240","230","36770","36670"
"Leaver Dept.","2021","SEO/HEO","Policy","40-49","70","60","38310","37350"
"Leaver Dept.","2021","SEO/HEO","Policy","50-59","50","50","38260","37970"
"Leaver Dept.","2021","SEO/HEO","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","20-29","80","80","31660","32190"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","30-39","60","60","36440","36620"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Project Delivery","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Psychology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Science and Engineering","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Statistics","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Tax","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","20-29","930","820","33070","32000"
"Leaver Dept.","2021","SEO/HEO","Unknown","30-39","510","450","35010","33960"
"Leaver Dept.","2021","SEO/HEO","Unknown","40-49","260","240","35710","35310"
"Leaver Dept.","2021","SEO/HEO","Unknown","50-59","190","180","36090","35310"
"Leaver Dept.","2021","SEO/HEO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","20-29","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Operational Delivery","20-29","860","820","21310","21260"
"Leaver Dept.","2022","AA/AO","Operational Delivery","30-39","500","460","21450","21260"
"Leaver Dept.","2022","AA/AO","Operational Delivery","40-49","350","310","21470","21260"
"Leaver Dept.","2022","AA/AO","Operational Delivery","50-59","270","250","21330","21260"
"Leaver Dept.","2022","AA/AO","Operational Delivery","60-64","70","60","21120","21260"
"Leaver Dept.","2022","AA/AO","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Other","20-29","60","60","21510","21260"
"Leaver Dept.","2022","AA/AO","Other","30-39","50","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Other","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Planning","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Psychology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Science and Engineering","20-29","80","80","21150","19880"
"Leaver Dept.","2022","AA/AO","Science and Engineering","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Tax","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Tax","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","20-29","300","290","22360","21260"
"Leaver Dept.","2022","AA/AO","Unknown","30-39","170","160","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","40-49","130","120","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","50-59","80","70","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Commercial","40-49","[c]","[c]","[c]","[c]"
