"Status","Year","Parent_department","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Office for Standards in Education","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SEO/HEO","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SEO/HEO","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","EO","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","Female","60","60","58790","54760"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","EO","Female","110","100","27380","27500"
"Leaver Dept.","2022","Cabinet Office","EO","Male","70","70","27160","27500"
"Leaver Dept.","2022","Cabinet Office","G6/G7","Female","280","270","58250","54700"
"Leaver Dept.","2022","Cabinet Office","G6/G7","Male","220","220","57730","54700"
"Leaver Dept.","2022","Cabinet Office","SCS","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","SCS","Male","50","50","89460","79310"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","Female","590","580","33720","32000"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","Male","460","460","33390","32000"
"Leaver Dept.","2022","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","EO","Female","70","70","25910","24570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","EO","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Female","120","110","56260","53600"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Male","120","120","56420","53600"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","170","170","35690","34550"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","170","170","36590","36630"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","60","60","34570","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","EO","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","G6/G7","Female","90","80","56170","54160"
"Leaver Dept.","2022","Department for Education","G6/G7","Male","70","70","55670","53760"
"Leaver Dept.","2022","Department for Education","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","SEO/HEO","Female","150","150","36150","36500"
"Leaver Dept.","2022","Department for Education","SEO/HEO","Male","100","100","36170","36780"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","AA/AO","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","EO","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","G6/G7","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","G6/G7","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","150","140","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","130","130","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
