"Status","Year","Disability","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","White","60","60","41190","36330"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Asian","110","110","31190","28590"
"Leaver Dept.","2022","Declared disabled","No function","Black","60","60","33760","31060"
"Leaver Dept.","2022","Declared disabled","No function","Mixed","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","White","870","820","35300","30180"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","White","60","60","36960","33930"
"Leaver Dept.","2022","Declared disabled","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Asian","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","White","200","180","35420","28670"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","White","200","190","43890","38740"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","White","150","150","42860","39380"
"Leaver Dept.","2022","Declared non-disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","White","190","180","42970","37610"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","White","80","80","32780","27570"
"Leaver Dept.","2022","Declared non-disabled","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Asian","70","70","42430","37640"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Black","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","White","300","290","42660","38500"
"Leaver Dept.","2022","Declared non-disabled","Finance","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","White","220","210","43150","38500"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Black","50","50","34920","32330"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","White","370","360","38500","32330"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","White","80","80","48370","51250"
"Leaver Dept.","2022","Declared non-disabled","No function","Asian","1250","1180","34790","29380"
"Leaver Dept.","2022","Declared non-disabled","No function","Black","660","630","34250","31060"
"Leaver Dept.","2022","Declared non-disabled","No function","Mixed","310","290","37360","32330"
"Leaver Dept.","2022","Declared non-disabled","No function","Other ethnicity","80","70","38630","31700"
"Leaver Dept.","2022","Declared non-disabled","No function","Undeclared","180","170","36490","31990"
"Leaver Dept.","2022","Declared non-disabled","No function","Unknown","170","160","38170","31060"
"Leaver Dept.","2022","Declared non-disabled","No function","White","6480","6120","38600","32330"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","White","380","380","39670","35530"
"Leaver Dept.","2022","Declared non-disabled","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","White","80","80","42230","37320"
"Leaver Dept.","2022","Declared non-disabled","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","White","80","80","39120","34970"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Asian","300","280","32850","28810"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Black","120","110","35780","31520"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Mixed","80","60","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","White","1700","1530","36400","29350"
"Leaver Dept.","2022","Undeclared","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
