"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","LGBO","G6/G7","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Westminster","80","80","55860","54400"
"Leaver Dept.","2021","LGBO","G6/G7","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SCS","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Westminster","130","130","35800","34700"
"Leaver Dept.","2021","LGBO","SEO/HEO","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","SEO/HEO","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Bedford","[c]","[c]","[c]","[c]"
