"Status","Year","Region_ITL2","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Inner London - West","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Property","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Property","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Security","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Security","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Department for Education (excl. agencies)","140","130","46700","40940"
"Leaver CS","2021","Inner London - West","Unknown","Department for Transport (excl. agencies)","90","80","42420","35330"
"Leaver CS","2021","Inner London - West","Unknown","Department for Work and Pensions (excl. agencies)","140","130","39960","31060"
"Leaver CS","2021","Inner London - West","Unknown","Department of Health and Social Care (excl. agencies)","120","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Foreign and Commonwealth Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","HM Revenue and Customs (excl. agencies)","340","300","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Home Office (incl. agencies)","230","220","42530","36590"
"Leaver CS","2021","Inner London - West","Unknown","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","No function","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","No function","HM Prison and Probation Service","190","170","[c]","[c]"
"Leaver CS","2021","Kent","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","No function","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Unknown","Department for Work and Pensions (excl. agencies)","80","70","28600","29290"
"Leaver CS","2021","Kent","Unknown","HM Revenue and Customs (excl. agencies)","100","80","[c]","[c]"
"Leaver CS","2021","Kent","Unknown","Home Office (incl. agencies)","60","60","26090","26360"
"Leaver CS","2021","Kent","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","No function","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","No function","HM Courts and Tribunals Service","30","30","[c]","[c]"
"Leaver CS","2021","Lancashire","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","No function","HM Prison and Probation Service","170","140","[c]","[c]"
"Leaver CS","2021","Lancashire","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Unknown","Department for Work and Pensions (excl. agencies)","350","300","25430","21010"
"Leaver CS","2021","Lancashire","Unknown","HM Revenue and Customs (excl. agencies)","90","70","[c]","[c]"
"Leaver CS","2021","Lancashire","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","HM Courts and Tribunals Service","60","50","19840","18890"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","HM Prison and Probation Service","170","160","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Department for Work and Pensions (excl. agencies)","100","80","24770","26120"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","HM Revenue and Customs (excl. agencies)","190","160","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
