"Status","Year","Responsibility_level","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","HM Prison and Probation Service","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Ministry of Defence (excl. agencies)","80","70","40190","37000"
"Leaver CS","2022","SEO/HEO","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Public Health England","60","50","36150","37190"
"Leaver CS","2022","SEO/HEO","East of England","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East of England","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Cabinet Office (excl. agencies)","140","140","35810","35590"
"Leaver CS","2022","SEO/HEO","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","100","100","36820","36340"
"Leaver CS","2022","SEO/HEO","London","Department for Digital, Culture, Media and Sport","60","60","35540","34020"
"Leaver CS","2022","SEO/HEO","London","Department for Education (excl. agencies)","50","50","38320","36850"
"Leaver CS","2022","SEO/HEO","London","Department for Environment, Food and Rural Affairs (excl. agencies)","140","130","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Department for International Trade","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Department for Levelling Up, Housing and Communities (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Department for Transport (excl. agencies)","90","90","39220","36880"
"Leaver CS","2022","SEO/HEO","London","Department for Work and Pensions (excl. agencies)","80","70","39610","39000"
"Leaver CS","2022","SEO/HEO","London","Department of Health and Social Care (excl. agencies)","150","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Foreign, Commonwealth and Development Office (excl. agencies)","80","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","HM Courts and Tribunals Service","90","90","36800","34260"
"Leaver CS","2022","SEO/HEO","London","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","HM Prison and Probation Service","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","HM Revenue and Customs (excl. agencies)","150","140","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","HM Treasury (excl. agencies)","60","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Home Office","280","260","39090","37510"
"Leaver CS","2022","SEO/HEO","London","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Medicines and Healthcare Products Regulatory Agency","80","70","37340","34830"
"Leaver CS","2022","SEO/HEO","London","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Ministry of Defence (excl. agencies)","90","90","40710","40640"
"Leaver CS","2022","SEO/HEO","London","Ministry of Justice (excl. agencies)","110","110","38860","38370"
"Leaver CS","2022","SEO/HEO","London","National Crime Agency","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Public Health England","260","240","36680","37190"
"Leaver CS","2022","SEO/HEO","London","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","UK Health Security Agency","250","230","35310","34840"
"Leaver CS","2022","SEO/HEO","London","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","UK Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","London","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Department for Work and Pensions (excl. agencies)","80","70","35750","34290"
"Leaver CS","2022","SEO/HEO","North East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","HM Revenue and Customs (excl. agencies)","90","80","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Public Health England","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Department for Education (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Department for Work and Pensions (excl. agencies)","120","100","36310","34800"
"Leaver CS","2022","SEO/HEO","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","HM Revenue and Customs (excl. agencies)","140","110","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Home Office","50","50","34470","32510"
"Leaver CS","2022","SEO/HEO","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Public Health England","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
