"Status","Year","Organisation","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Crown Prosecution Service","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared non-disabled","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared disabled","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Declared non-disabled","White","250","240","34340","32000"
"Leaver Dept.","2021","Defence Equipment and Support","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Declared non-disabled","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","White","190","180","49110","52300"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","80","70","43300","39080"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","White","90","90","51430","50210"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Declared non-disabled","White","90","90","46090","40940"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","White","[c]","[c]","[c]","[c]"
