"Status","Year","Region_ITL2","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Kent","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","No function","110","110","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","White","No function","450","410","32090","29290"
"Leaver CS","2022","Kent","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","White","Unknown","100","80","28470","26160"
"Leaver CS","2022","Lancashire","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","No function","130","120","23800","21260"
"Leaver CS","2022","Lancashire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","No function","600","510","24270","21260"
"Leaver CS","2022","Lancashire","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","White","Unknown","120","100","26630","21260"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","No function","60","50","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Asian","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","No function","130","120","22630","20970"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","White","Human Resources","[c]","[c]","[c]","[c]"
