"Status","Year","Region_ITL1","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","South West (England)","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","Unknown","60","60","32760","29090"
"Leaver CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Work and Pensions","Unknown","60","50","25470","27570"
"Leaver CS","2021","South West (England)","Department for Work and Pensions","White","210","170","24650","21010"
"Leaver CS","2021","South West (England)","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department of Health and Social Care","White","90","80","35510","28590"
"Leaver CS","2021","South West (England)","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Land Registry","White","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Revenue and Customs","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Revenue and Customs","White","110","90","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Treasury","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Home Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Home Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Defence","Undeclared","70","60","34880","34030"
"Leaver CS","2021","South West (England)","Ministry of Defence","Unknown","110","110","29790","28000"
"Leaver CS","2021","South West (England)","Ministry of Defence","White","820","770","34250","31760"
"Leaver CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","White","40","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Justice","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Justice","White","320","290","21210","19930"
"Leaver CS","2021","South West (England)","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Office for Standards in Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Unknown","90","90","56500","48490"
"Leaver CS","2021","Unknown","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","330","320","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Asian","[c]","[c]","[c]","[c]"
