"Status","Year","Parent_department","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","No function","70","70","47100","39550"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","No function","240","200","27070","23780"
"Leaver CS","2022","Scottish Government","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Female","Unknown","360","320","38010","31540"
"Leaver CS","2022","Scottish Government","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","No function","300","260","31830","34600"
"Leaver CS","2022","Scottish Government","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Male","Unknown","430","400","39170","32040"
"Leaver CS","2022","The National Archives","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","Analysis","60","50","29640","27570"
"Leaver CS","2022","UK Statistics Authority","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","No function","150","110","23760","19860"
"Leaver CS","2022","UK Statistics Authority","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Male","Analysis","70","70","30820","29540"
"Leaver CS","2022","UK Statistics Authority","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Male","Digital, Data & Technology","70","70","35790","33960"
"Leaver CS","2022","UK Statistics Authority","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Male","No function","150","110","23480","20100"
"Leaver CS","2022","UK Statistics Authority","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Female","Unknown","130","110","40940","36080"
"Leaver CS","2022","Welsh Government","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Male","Unknown","110","100","44550","37410"
"Leaver Dept.","2021","Attorney General's Departments","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Legal","90","90","41700","37730"
"Leaver Dept.","2021","Attorney General's Departments","Female","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Male","Communications","[c]","[c]","[c]","[c]"
