"Status","Year","Parent_department","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","White","Declared disabled","40","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","White","Declared non-disabled","200","110","49940","48500"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Unknown","60","60","30390","27130"
"Leaver CS","2022","HM Land Registry","White","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","HM Land Registry","White","Declared non-disabled","170","130","34930","33840"
"Leaver CS","2022","HM Land Registry","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","White","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Asian","Declared non-disabled","220","200","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Asian","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Black","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Mixed","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","Undeclared","130","110","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Unknown","1270","1120","27260","22040"
"Leaver CS","2022","HM Revenue and Customs","White","Declared disabled","370","290","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","White","Declared non-disabled","2160","1790","32320","26880"
"Leaver CS","2022","HM Revenue and Customs","White","Undeclared","100","80","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","White","Unknown","310","240","[c]","[c]"
"Leaver CS","2022","HM Treasury","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Asian","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","HM Treasury","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","White","Declared non-disabled","100","100","[c]","[c]"
"Leaver CS","2022","HM Treasury","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Asian","Declared non-disabled","140","120","30900","28650"
"Leaver CS","2022","Home Office","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Black","Declared non-disabled","60","60","32870","28680"
"Leaver CS","2022","Home Office","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Undeclared","Declared non-disabled","60","50","31550","29060"
"Leaver CS","2022","Home Office","Undeclared","Undeclared","50","40","34170","31350"
"Leaver CS","2022","Home Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Unknown","310","300","30900","27570"
"Leaver CS","2022","Home Office","White","Declared disabled","150","120","30550","26160"
"Leaver CS","2022","Home Office","White","Declared non-disabled","1120","940","32160","26160"
"Leaver CS","2022","Home Office","White","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Home Office","White","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Asian","Declared non-disabled","90","80","32360","29670"
"Leaver CS","2022","Ministry of Defence","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Black","Declared non-disabled","60","60","32470","31780"
"Leaver CS","2022","Ministry of Defence","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Mixed","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Undeclared","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Undeclared","Declared non-disabled","110","100","34760","33300"
"Leaver CS","2022","Ministry of Defence","Undeclared","Undeclared","130","120","36850","36460"
"Leaver CS","2022","Ministry of Defence","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Declared non-disabled","120","110","31060","29230"
"Leaver CS","2022","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Unknown","700","670","32000","30290"
"Leaver CS","2022","Ministry of Defence","White","Declared disabled","410","370","32300","27460"
"Leaver CS","2022","Ministry of Defence","White","Declared non-disabled","2710","2560","32750","29250"
"Leaver CS","2022","Ministry of Defence","White","Undeclared","190","180","30520","26670"
"Leaver CS","2022","Ministry of Defence","White","Unknown","350","330","32080","29370"
"Leaver CS","2022","Ministry of Justice","Asian","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Asian","Declared non-disabled","260","240","27360","23720"
"Leaver CS","2022","Ministry of Justice","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Black","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Black","Declared non-disabled","250","240","27580","23720"
"Leaver CS","2022","Ministry of Justice","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Mixed","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Mixed","Declared non-disabled","140","130","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Declared non-disabled","100","90","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Declared non-disabled","130","110","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Unknown","2350","2230","24440","20970"
"Leaver CS","2022","Ministry of Justice","White","Declared disabled","810","730","25090","20970"
"Leaver CS","2022","Ministry of Justice","White","Declared non-disabled","4660","4260","28480","21190"
"Leaver CS","2022","Ministry of Justice","White","Undeclared","570","480","29380","21410"
"Leaver CS","2022","Ministry of Justice","White","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
