"Status","Year","Responsibility_level","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Derbyshire and Nottinghamshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Wales","Declared non-disabled","80","70","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Wales","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Eastern Scotland","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Eastern Scotland","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Greater Manchester","Declared non-disabled","90","90","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Greater Manchester","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hampshire and Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Declared non-disabled","70","60","23760","23670"
"Leaver Dept.","2021","AA/AO","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Inner London - West","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancashire","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Declared non-disabled","80","80","21040","21010"
"Leaver Dept.","2021","AA/AO","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Declared non-disabled","120","110","20780","21010"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northumberland and Tyne and Wear","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - South","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - West and North West","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tees Valley and Durham","Declared non-disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Declared non-disabled","80","80","20340","20760"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Declared non-disabled","90","90","20420","19930"
"Leaver Dept.","2021","AA/AO","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Midlands","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","West Yorkshire","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Declared non-disabled","60","60","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
