"Status","Year","Ethnicity","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Operational Delivery","450","430","31980","29050"
"Leaver Dept.","2022","Black","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Other","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Policy","60","50","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Science and Engineering","110","100","35380","32720"
"Leaver Dept.","2022","Black","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Declared non-disabled","Unknown","110","100","41130","36120"
"Leaver Dept.","2022","Black","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Operational Delivery","190","170","32370","27640"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Policy","60","60","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Mixed","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
