"Status","Year","Function_of_post","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Communications","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Valuation Office Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Defence Equipment and Support","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Development","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Development","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Development","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Forestry and Land Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Government Legal Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HM Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Public Health England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
