"Status","Year","Sex","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","G6/G7","Unknown","520","410","58530","54760"
"Leaver Dept.","2022","Female","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Medicine","140","120","109890","106500"
"Leaver Dept.","2022","Female","SCS","Operational Delivery","80","60","94510","90240"
"Leaver Dept.","2022","Female","SCS","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Policy","70","50","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Unknown","80","60","85380","76780"
"Leaver Dept.","2022","Female","SEO/HEO","Commercial","180","100","35790","36780"
"Leaver Dept.","2022","Female","SEO/HEO","Communications","120","110","36840","36330"
"Leaver Dept.","2022","Female","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Digital, Data and Technology","180","140","36950","36780"
"Leaver Dept.","2022","Female","SEO/HEO","Economics","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Finance","160","110","37030","36330"
"Leaver Dept.","2022","Female","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Human Resources","200","180","34620","33460"
"Leaver Dept.","2022","Female","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Knowledge and Information Management","80","70","36450","37090"
"Leaver Dept.","2022","Female","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Medicine","50","50","38080","39810"
"Leaver Dept.","2022","Female","SEO/HEO","Operational Delivery","1450","1360","35270","34320"
"Leaver Dept.","2022","Female","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Other","130","120","34390","34550"
"Leaver Dept.","2022","Female","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Policy","650","530","36670","35830"
"Leaver Dept.","2022","Female","SEO/HEO","Project Delivery","160","160","36580","36740"
"Leaver Dept.","2022","Female","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Science and Engineering","830","740","36170","36330"
"Leaver Dept.","2022","Female","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SEO/HEO","Unknown","950","870","34340","33250"
"Leaver Dept.","2022","Female","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Operational Delivery","80","80","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","110","50","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Operational Delivery","790","760","21380","21260"
"Leaver Dept.","2022","Male","AA/AO","Other","50","50","21360","21260"
"Leaver Dept.","2022","Male","AA/AO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Science and Engineering","60","50","21290","21310"
"Leaver Dept.","2022","Male","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Unknown","310","300","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Digital, Data and Technology","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Finance","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Human Resources","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Operational Delivery","1100","1070","27230","27570"
"Leaver Dept.","2022","Male","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Other","150","150","26650","27570"
"Leaver Dept.","2022","Male","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Policy","100","80","27580","27690"
"Leaver Dept.","2022","Male","EO","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Science and Engineering","120","120","25270","26070"
"Leaver Dept.","2022","Male","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","EO","Unknown","270","250","27780","27570"
"Leaver Dept.","2022","Male","G6/G7","Commercial","60","50","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Communications","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Digital, Data and Technology","110","100","57830","55420"
"Leaver Dept.","2022","Male","G6/G7","Economics","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Finance","80","70","57970","56480"
"Leaver Dept.","2022","Male","G6/G7","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Human Resources","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Medicine","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Operational Delivery","390","380","58140","54850"
"Leaver Dept.","2022","Male","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Other","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Policy","390","300","57340","54260"
"Leaver Dept.","2022","Male","G6/G7","Project Delivery","60","60","57690","56310"
"Leaver Dept.","2022","Male","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Science and Engineering","220","210","58540","54250"
"Leaver Dept.","2022","Male","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","G6/G7","Unknown","450","340","57910","54760"
"Leaver Dept.","2022","Male","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Medicine","100","80","116770","114000"
"Leaver Dept.","2022","Male","SCS","Operational Delivery","60","50","98190","95200"
"Leaver Dept.","2022","Male","SCS","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Policy","70","50","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Unknown","80","70","87660","79100"
"Leaver Dept.","2022","Male","SEO/HEO","Commercial","130","90","36290","36350"
"Leaver Dept.","2022","Male","SEO/HEO","Communications","70","70","36410","36590"
"Leaver Dept.","2022","Male","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Digital, Data and Technology","270","230","37450","36840"
"Leaver Dept.","2022","Male","SEO/HEO","Economics","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Finance","160","120","36910","36820"
"Leaver Dept.","2022","Male","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Human Resources","70","70","35310","33570"
"Leaver Dept.","2022","Male","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Operational Delivery","710","680","35740","35310"
"Leaver Dept.","2022","Male","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Other","80","80","35030","35060"
"Leaver Dept.","2022","Male","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Policy","550","470","36930","36650"
"Leaver Dept.","2022","Male","SEO/HEO","Project Delivery","140","140","37180","37000"
"Leaver Dept.","2022","Male","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Science and Engineering","360","350","36290","36330"
"Leaver Dept.","2022","Male","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SEO/HEO","Unknown","830","760","34460","33250"
"Leaver Dept.","2022","Male","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","80","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Economics","40","40","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Finance","60","50","20510","20500"
"New entrant CS","2021","Female","AA/AO","Human Resources","130","120","20920","20920"
"New entrant CS","2021","Female","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Medicine","50","40","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Operational Delivery","5170","4970","21410","20880"
"New entrant CS","2021","Female","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Other","420","400","20750","20920"
