"Status","Year","Responsibility_level","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","G6/G7","Other ethnicity","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other ethnicity","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Westminster","210","170","59850","57830"
"Leaver CS","2021","G6/G7","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Birmingham","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Bristol, City of","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Camden and City of London","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","City of Edinburgh","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Croydon","30","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Glasgow City","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","White","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
