"Status","Year","Parent_department","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice","Torbay","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Torbay","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Torbay","No function","90","80","29750","26310"
"In post","2022","Ministry of Justice","Torbay","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tower Hamlets","Analysis","380","370","48760","44200"
"In post","2022","Ministry of Justice","Tower Hamlets","Commercial","50","50","[c]","[c]"
"In post","2022","Ministry of Justice","Tower Hamlets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tower Hamlets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tower Hamlets","Digital, Data & Technology","170","170","50010","47590"
"In post","2022","Ministry of Justice","Tower Hamlets","Finance","200","200","47710","42930"
"In post","2022","Ministry of Justice","Tower Hamlets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tower Hamlets","No function","530","500","34390","32730"
"In post","2022","Ministry of Justice","Tower Hamlets","Project Delivery","90","90","42460","41750"
"In post","2022","Ministry of Justice","Tower Hamlets","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tower Hamlets","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tyneside","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tyneside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tyneside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tyneside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tyneside","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tyneside","No function","1020","940","27350","25120"
"In post","2022","Ministry of Justice","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tyneside","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Tyneside","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","No function","110","90","27190","24090"
"In post","2022","Ministry of Justice","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wakefield","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wakefield","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wakefield","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wakefield","No function","1180","1080","29630","27380"
"In post","2022","Ministry of Justice","Wakefield","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wakefield","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wakefield","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Walsall","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Walsall","No function","120","110","28130","25120"
"In post","2022","Ministry of Justice","Walsall","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Walsall","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wandsworth","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wandsworth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wandsworth","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wandsworth","No function","740","710","33090","32040"
"In post","2022","Ministry of Justice","Wandsworth","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wandsworth","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Warrington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Warrington","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Warrington","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Warrington","No function","730","690","28830","26610"
"In post","2022","Ministry of Justice","Warrington","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Warwickshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Warwickshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Warwickshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Warwickshire CC","Human Resources","70","60","35340","31740"
"In post","2022","Ministry of Justice","Warwickshire CC","No function","330","300","30810","27860"
"In post","2022","Ministry of Justice","Warwickshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Warwickshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Cumbria","No function","290","260","28280","27120"
"In post","2022","Ministry of Justice","West Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Essex","No function","30","30","[c]","[c]"
"In post","2022","Ministry of Justice","West Kent","No function","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Northamptonshire","No function","770","700","26960","24730"
"In post","2022","Ministry of Justice","West Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Surrey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Surrey","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Surrey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Surrey","No function","730","670","30820","29370"
"In post","2022","Ministry of Justice","West Surrey","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Surrey","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Sussex (North East)","No function","70","60","29430","28200"
"In post","2022","Ministry of Justice","West Sussex (South West)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Sussex (South West)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Sussex (South West)","No function","300","290","28840","26330"
"In post","2022","Ministry of Justice","West Sussex (South West)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","West Sussex (South West)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Westminster","Analysis","70","70","47730","42850"
"In post","2022","Ministry of Justice","Westminster","Commercial","50","50","[c]","[c]"
"In post","2022","Ministry of Justice","Westminster","Communications","130","130","46330","41750"
"In post","2022","Ministry of Justice","Westminster","Digital, Data & Technology","460","450","52290","54270"
"In post","2022","Ministry of Justice","Westminster","Finance","120","110","47350","41750"
"In post","2022","Ministry of Justice","Westminster","Human Resources","250","240","47690","41750"
"In post","2022","Ministry of Justice","Westminster","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Westminster","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Westminster","No function","3110","3010","42220","36940"
"In post","2022","Ministry of Justice","Westminster","Project Delivery","60","60","47300","41750"
"In post","2022","Ministry of Justice","Westminster","Property","160","150","46360","41750"
"In post","2022","Ministry of Justice","Westminster","Security","180","180","48390","46080"
"In post","2022","Ministry of Justice","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wiltshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wiltshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wiltshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wiltshire","No function","410","400","28560","27260"
"In post","2022","Ministry of Justice","Wiltshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wiltshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wirral","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Wirral","No function","190","170","28370","24800"
"In post","2022","Ministry of Justice","Wolverhampton","No function","280","250","26720","24640"
"In post","2022","Ministry of Justice","Worcestershire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Worcestershire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Worcestershire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Worcestershire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Worcestershire CC","No function","1420","1350","28270","25610"
"In post","2022","Ministry of Justice","Worcestershire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Worcestershire CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","York","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","York","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","York","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","York","No function","300","270","29860","27120"
"In post","2022","Ministry of Justice","York","Property","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","York","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Barnsley, Doncaster and Rotherham","No function","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","50","50","32950","30480"
"In post","2022","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","280","280","37080","35500"
"In post","2022","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Bedford","No function","30","30","[c]","[c]"
"In post","2022","National Crime Agency","Bedford","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Belfast","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Belfast","Finance","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Belfast","Legal","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Belfast","No function","100","90","39960","39200"
"In post","2022","National Crime Agency","Belfast","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Belfast","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Berkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Berkshire","No function","110","110","40760","39820"
"In post","2022","National Crime Agency","Birmingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Birmingham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Birmingham","No function","390","370","37790","36410"
"In post","2022","National Crime Agency","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Birmingham","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Bridgend and Neath Port Talbot","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Bridgend and Neath Port Talbot","No function","60","60","39080","36410"
"In post","2022","National Crime Agency","Bridgend and Neath Port Talbot","Project Delivery","[c]","[c]","[c]","[c]"
