"Status","Year","Responsibility_level","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","EO","Science and Engineering","No function","110","100","24520","24110"
"Leaver CS","2022","EO","Science and Engineering","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","EO","Science and Engineering","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","EO","Security","Security","80","70","36130","43290"
"Leaver CS","2022","EO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","No function","150","140","28640","29200"
"Leaver CS","2022","EO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Unknown","1590","1380","28140","27570"
"Leaver CS","2022","EO","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Commercial","60","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Communications","60","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data and Technology","Digital, Data & Technology","300","280","58760","56750"
"Leaver CS","2022","G6/G7","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data and Technology","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Economics","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Finance","90","80","58900","57210"
"Leaver CS","2022","G6/G7","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Human Resources","80","80","57760","55000"
"Leaver CS","2022","G6/G7","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inspector of Education and Training","No function","60","60","76460","75500"
"Leaver CS","2022","G6/G7","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","International Trade","No function","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Knowledge and Information Management","No function","60","60","55160","53220"
"Leaver CS","2022","G6/G7","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Legal","340","300","58820","55610"
"Leaver CS","2022","G6/G7","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Medicine","Unknown","50","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","No function","720","670","58460","56000"
"Leaver CS","2022","G6/G7","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Delivery","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Other","No function","80","80","60760","55000"
"Leaver CS","2022","G6/G7","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Other","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Policy","No function","370","310","56960","53600"
"Leaver CS","2022","G6/G7","Policy","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Policy","Unknown","70","70","62810","61440"
"Leaver CS","2022","G6/G7","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Project Delivery","130","120","58660","57440"
"Leaver CS","2022","G6/G7","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Property","50","50","59790","58250"
"Leaver CS","2022","G6/G7","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Science and Engineering","No function","210","190","57770","53220"
"Leaver CS","2022","G6/G7","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Commercial","110","100","69430","67710"
"Leaver CS","2022","G6/G7","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Digital, Data & Technology","70","70","59520","56660"
"Leaver CS","2022","G6/G7","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","No function","130","130","60410","57600"
"Leaver CS","2022","G6/G7","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Unknown","490","400","64710","62170"
"Leaver CS","2022","G6/G7","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Legal","30","30","[c]","[c]"
"Leaver CS","2022","SCS","Medicine","No function","120","100","100960","101430"
"Leaver CS","2022","SCS","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Delivery","No function","90","80","97310","91260"
"Leaver CS","2022","SCS","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","No function","30","30","[c]","[c]"
"Leaver CS","2022","SCS","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","No function","60","50","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","No function","40","30","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Unknown","80","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Commercial","180","130","37160","36780"
"Leaver CS","2022","SEO/HEO","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Communications","160","150","37710","36990"
"Leaver CS","2022","SEO/HEO","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Counter Fraud","60","50","36970","36060"
"Leaver CS","2022","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Digital, Data & Technology","560","510","38150","37290"
"Leaver CS","2022","SEO/HEO","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
