"Status","Year","Sex","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Attorney General's Departments","60","60","27630","26950"
"Leaver Dept.","2022","Female","20-29","Cabinet Office","520","510","34090","32000"
"Leaver Dept.","2022","Female","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Department for Business, Energy and Industrial Strategy","170","160","35160","33570"
"Leaver Dept.","2022","Female","20-29","Department for Digital, Culture, Media and Sport","60","60","35660","34020"
"Leaver Dept.","2022","Female","20-29","Department for Education","110","110","35200","33100"
"Leaver Dept.","2022","Female","20-29","Department for Environment, Food and Rural Affairs","100","100","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Department for International Trade","70","70","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Department for Levelling Up, Housing and Communities","80","80","33680","33210"
"Leaver Dept.","2022","Female","20-29","Department for Transport","110","110","32390","31040"
"Leaver Dept.","2022","Female","20-29","Department for Work and Pensions","510","510","28010","27570"
"Leaver Dept.","2022","Female","20-29","Department of Health and Social Care","1150","860","28740","26880"
"Leaver Dept.","2022","Female","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","HM Revenue and Customs","260","250","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Home Office","240","240","31160","28670"
"Leaver Dept.","2022","Female","20-29","Ministry of Defence","160","160","29870","29230"
"Leaver Dept.","2022","Female","20-29","Ministry of Justice","400","390","26760","23720"
"Leaver Dept.","2022","Female","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","UK Statistics Authority","50","50","31090","29540"
"Leaver Dept.","2022","Female","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Attorney General's Departments","50","50","44790","50500"
"Leaver Dept.","2022","Female","30-39","Cabinet Office","310","310","47380","49620"
"Leaver Dept.","2022","Female","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Department for Business, Energy and Industrial Strategy","120","110","43120","40220"
"Leaver Dept.","2022","Female","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Department for Education","100","90","42720","40300"
"Leaver Dept.","2022","Female","30-39","Department for Environment, Food and Rural Affairs","90","90","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Department for Levelling Up, Housing and Communities","50","50","44640","40720"
"Leaver Dept.","2022","Female","30-39","Department for Transport","100","90","35880","31540"
"Leaver Dept.","2022","Female","30-39","Department for Work and Pensions","470","440","28930","27570"
"Leaver Dept.","2022","Female","30-39","Department of Health and Social Care","1250","1000","38770","36330"
"Leaver Dept.","2022","Female","30-39","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Foreign, Commonwealth and Development Office","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","HM Revenue and Customs","210","200","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","HM Treasury","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Home Office","260","250","35440","28990"
"Leaver Dept.","2022","Female","30-39","Ministry of Defence","150","140","35670","35630"
"Leaver Dept.","2022","Female","30-39","Ministry of Justice","290","280","33040","30850"
"Leaver Dept.","2022","Female","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","UK Statistics Authority","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Attorney General's Departments","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Cabinet Office","130","120","54540","54700"
"Leaver Dept.","2022","Female","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Department for Business, Energy and Industrial Strategy","80","70","48630","49080"
"Leaver Dept.","2022","Female","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Department for Education","60","60","50860","50130"
"Leaver Dept.","2022","Female","40-49","Department for Environment, Food and Rural Affairs","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Department for Transport","70","70","38160","35700"
"Leaver Dept.","2022","Female","40-49","Department for Work and Pensions","480","450","30360","27570"
"Leaver Dept.","2022","Female","40-49","Department of Health and Social Care","1310","1020","45430","40560"
"Leaver Dept.","2022","Female","40-49","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","HM Revenue and Customs","160","150","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Home Office","140","130","41180","32740"
"Leaver Dept.","2022","Female","40-49","Ministry of Defence","110","110","42420","39290"
"Leaver Dept.","2022","Female","40-49","Ministry of Justice","260","240","35180","30320"
"Leaver Dept.","2022","Female","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Cabinet Office","80","80","49640","41170"
"Leaver Dept.","2022","Female","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Department for Transport","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Department for Work and Pensions","370","350","30960","27570"
"Leaver Dept.","2022","Female","50-59","Department of Health and Social Care","1080","850","48320","40610"
"Leaver Dept.","2022","Female","50-59","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","HM Revenue and Customs","100","100","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Home Office","90","80","36720","30100"
"Leaver Dept.","2022","Female","50-59","Ministry of Defence","80","80","34940","33230"
"Leaver Dept.","2022","Female","50-59","Ministry of Justice","130","120","35790","30450"
"Leaver Dept.","2022","Female","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Department of Health and Social Care","280","210","48070","36510"
"Leaver Dept.","2022","Female","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
