"Status","Year","Sexual_orientation","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Attorney General's Departments","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Department for Business, Energy and Industrial Strategy","50","50","27300","24960"
"New entrant CS","2022","Undeclared","20-29","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Department for Environment, Food and Rural Affairs","80","70","29330","29180"
"New entrant CS","2022","Undeclared","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Department for Work and Pensions","190","190","25700","26370"
"New entrant CS","2022","Undeclared","20-29","Department of Health and Social Care","350","240","29210","27270"
"New entrant CS","2022","Undeclared","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","HM Revenue and Customs","110","100","27430","26590"
"New entrant CS","2022","Undeclared","20-29","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Ministry of Defence","50","50","27090","26350"
"New entrant CS","2022","Undeclared","20-29","Ministry of Justice","180","170","24420","23170"
"New entrant CS","2022","Undeclared","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Scottish Government","70","70","28460","27230"
"New entrant CS","2022","Undeclared","20-29","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","UK Statistics Authority","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Department for Work and Pensions","110","110","28200","27570"
"New entrant CS","2022","Undeclared","30-39","Department of Health and Social Care","220","140","40900","36820"
"New entrant CS","2022","Undeclared","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","HM Revenue and Customs","70","70","26850","26590"
"New entrant CS","2022","Undeclared","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Ministry of Defence","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Ministry of Justice","120","120","28300","25300"
"New entrant CS","2022","Undeclared","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Scottish Government","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Department for Work and Pensions","90","80","26260","27570"
"New entrant CS","2022","Undeclared","40-49","Department of Health and Social Care","140","80","42270","38730"
"New entrant CS","2022","Undeclared","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Ministry of Justice","100","90","32810","28760"
"New entrant CS","2022","Undeclared","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
