"Status","Year","Responsibility_level","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","EO","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Cabinet Office","120","120","27110","27500"
"Leaver Dept.","2021","EO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Department for Work and Pensions","640","620","28080","27570"
"Leaver Dept.","2021","EO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","HM Revenue and Customs","320","310","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Home Office","100","90","26060","25190"
"Leaver Dept.","2021","EO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Corporate Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Corporate Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Counter Fraud","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Inspector of Education and Training","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","Department for International Trade","60","60","55160","53490"
"Leaver Dept.","2021","G6/G7","International Trade","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Attorney General's Departments","60","60","58760","55130"
"Leaver Dept.","2021","G6/G7","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
