"Status","Year","Region_ITL2","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","West Central Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","No function","90","90","24000","21330"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","Unknown","130","130","29750","27570"
"Leaver Dept.","2021","West Midlands","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Unknown","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","No function","50","50","23640","21590"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Unknown","130","120","32060","27570"
"Leaver Dept.","2021","West Yorkshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Unknown","90","60","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
