"Status","Year","Parent_department","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Cabinet Office","Heterosexual / straight","White","650","640","46820","40600"
"Leaver Dept.","2022","Cabinet Office","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","LGBO","White","80","80","43130","38190"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","Unknown","820","820","37980","32000"
"Leaver Dept.","2022","Cabinet Office","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Asian","70","70","41830","35690"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Black","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","White","370","350","44350","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","LGBO","White","70","60","43000","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","130","130","36070","33200"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","White","120","120","46490","51730"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Heterosexual / straight","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Heterosexual / straight","White","250","240","44060","39870"
"Leaver Dept.","2022","Department for Education","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","LGBO","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","Unknown","70","70","42580","38880"
"Leaver Dept.","2022","Department for Education","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","White","290","280","29010","25100"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","White","80","70","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
