"Status","Year","Profession_of_post","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Legal","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Bedfordshire and Hertfordshire","90","80","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","130","120","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Cheshire","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Derbyshire and Nottinghamshire","160","140","24420","21170"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Devon","80","70","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Dorset and Somerset","110","100","29540","27130"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","East Anglia","240","210","28170","21570"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","East Wales","200","180","26300","22160"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","100","90","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Eastern Scotland","50","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Essex","50","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","190","170","31250","26380"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Greater Manchester","170","150","25020","21730"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Hampshire and Isle of Wight","180","150","25100","21200"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","90","80","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Inner London - East","200","180","40120","33440"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Inner London - West","260","250","34540","26880"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Kent","160","140","26270","25980"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Lancashire","110","100","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","150","140","22420","20100"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Lincolnshire","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Merseyside","180","150","27680","23580"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Northumberland and Tyne and Wear","70","60","24650","20290"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Outer London - East and North East","50","50","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Outer London - South","70","60","29990","28000"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Outer London - West and North West","110","90","29770","28670"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Shropshire and Staffordshire","140","130","23020","21170"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","South Yorkshire","130","110","26940","21430"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Surrey, East and West Sussex","120","110","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Tees Valley and Durham","130","110","24460","21670"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","West Central Scotland","80","70","28310","22570"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","West Midlands","180","150","28160","21950"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","West Wales and The Valleys","220","180","22990","21590"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","West Yorkshire","170","150","25930","20670"
"Leaver CS","2021","Operational Delivery","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
