"Status","Year","Profession_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","White","100","100","57630","55210"
"Leaver Dept.","2022","Digital, Data and Technology","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","Unknown","110","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","White","220","210","37110","36840"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Economics","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","White","50","40","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","White","90","90","58340","56910"
"Leaver Dept.","2022","Finance","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","White","140","130","36820","36330"
"Leaver Dept.","2022","Finance","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","White","70","70","26760","26830"
"Leaver Dept.","2022","Human Resources","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","White","100","100","58120","57460"
"Leaver Dept.","2022","Human Resources","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","White","170","170","34840","33460"
"Leaver Dept.","2022","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","White","[c]","[c]","[c]","[c]"
