"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","Scotland","420","410","26330","27570"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","South East (England)","370","340","32340","27570"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","South West (England)","470","440","32970","28590"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","Unknown","90","80","27740","26130"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","Wales","210","200","28350","27570"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","West Midlands (England)","570","540","29870","27570"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","Yorkshire and The Humber","440","420","31360","27570"
"Leaver Dept.","2022","Heterosexual / straight","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","London","160","160","37120","31060"
"Leaver Dept.","2022","Heterosexual / straight","Other","North East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","North West (England)","60","60","27540","27570"
"Leaver Dept.","2022","Heterosexual / straight","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","Scotland","50","50","26030","24650"
"Leaver Dept.","2022","Heterosexual / straight","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","South West (England)","100","100","31880","27570"
"Leaver Dept.","2022","Heterosexual / straight","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","London","1070","980","47190","41970"
"Leaver Dept.","2022","Heterosexual / straight","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","North West (England)","50","50","36310","33190"
"Leaver Dept.","2022","Heterosexual / straight","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","South West (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","Wales","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","West Midlands (England)","50","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","Yorkshire and The Humber","90","70","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","London","110","110","44130","40170"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","South West (England)","130","130","38060","36680"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","East Midlands (England)","50","50","38310","36330"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","East of England","100","90","37580","33030"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","London","470","430","40180","40060"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","North West (England)","130","110","35860","31740"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","South East (England)","140","130","42410","39720"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","South West (England)","420","400","35740","30800"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","West Midlands (England)","80","70","34840","35610"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","Yorkshire and The Humber","80","80","39420","35430"
"Leaver Dept.","2022","Heterosexual / straight","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Research","London","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Research","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","London","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Tax","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Tax","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Tax","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Tax","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Tax","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","London","830","800","47670","42470"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","North East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Scotland","50","50","35950","32000"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Unknown","120","110","44400","38160"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Yorkshire and The Humber","70","60","37830","34310"
"Leaver Dept.","2022","Heterosexual / straight","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","East of England","[c]","[c]","[c]","[c]"
