"Status","Year","Profession_of_post","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Policy","White","SCS","60","50","89060","77360"
"Leaver Dept.","2021","Policy","White","SEO/HEO","340","330","36570","35970"
"Leaver Dept.","2021","Policy","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","G6/G7","70","70","59170","57460"
"Leaver Dept.","2021","Project Delivery","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","SEO/HEO","130","130","34060","33300"
"Leaver Dept.","2021","Project Delivery","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","White","SEO/HEO","50","50","33030","32360"
"Leaver Dept.","2021","Science and Engineering","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","White","SEO/HEO","[c]","[c]","[c]","[c]"
