"Status","Year","Sex","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Scottish Government","190","190","29530","27230"
"New entrant CS","2022","Female","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","UK Statistics Authority","50","40","[c]","[c]"
"New entrant CS","2022","Female","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Department for Education","40","40","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Department for Environment, Food and Rural Affairs","90","90","33840","32560"
"New entrant CS","2022","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Department for Transport","40","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Department for Work and Pensions","250","240","26020","27570"
"New entrant CS","2022","Female","Undeclared","Department of Health and Social Care","530","340","35670","32330"
"New entrant CS","2022","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","HM Revenue and Customs","110","110","26710","26590"
"New entrant CS","2022","Female","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Ministry of Defence","60","50","29590","26350"
"New entrant CS","2022","Female","Undeclared","Ministry of Justice","370","350","27970","24800"
"New entrant CS","2022","Female","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Scottish Government","80","80","31220","27230"
"New entrant CS","2022","Female","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","UK Statistics Authority","40","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Cabinet Office","550","540","36380","28000"
"New entrant CS","2022","Female","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Charity Commission","40","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Department for Business, Energy and Industrial Strategy","150","140","30980","27380"
"New entrant CS","2022","Female","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Department for Education","130","130","33630","30320"
"New entrant CS","2022","Female","Unknown","Department for Environment, Food and Rural Affairs","480","450","28160","24370"
"New entrant CS","2022","Female","Unknown","Department for International Trade","80","80","35020","31800"
"New entrant CS","2022","Female","Unknown","Department for Levelling Up, Housing and Communities","70","70","34500","33210"
"New entrant CS","2022","Female","Unknown","Department for Transport","360","340","29650","26130"
"New entrant CS","2022","Female","Unknown","Department for Work and Pensions","870","840","25800","27570"
"New entrant CS","2022","Female","Unknown","Department of Health and Social Care","320","300","43540","36820"
"New entrant CS","2022","Female","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","HM Land Registry","140","130","27250","22600"
"New entrant CS","2022","Female","Unknown","HM Revenue and Customs","1920","1830","25800","21750"
"New entrant CS","2022","Female","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Home Office","930","890","28490","24880"
"New entrant CS","2022","Female","Unknown","Ministry of Defence","700","670","28620","26030"
"New entrant CS","2022","Female","Unknown","Ministry of Justice","4200","3910","26300","24620"
"New entrant CS","2022","Female","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Scottish Government","1110","1060","29000","27230"
"New entrant CS","2022","Female","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","UK Statistics Authority","70","50","25320","19860"
"New entrant CS","2022","Female","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Attorney General's Departments","250","250","37430","33430"
"New entrant CS","2022","Male","Heterosexual / straight","Cabinet Office","340","340","39930","34550"
"New entrant CS","2022","Male","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Competition and Markets Authority","60","60","49260","37000"
"New entrant CS","2022","Male","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","450","450","33980","33570"
"New entrant CS","2022","Male","Heterosexual / straight","Department for Digital, Culture, Media and Sport","130","130","38050","34020"
"New entrant CS","2022","Male","Heterosexual / straight","Department for Education","270","270","36260","32870"
"New entrant CS","2022","Male","Heterosexual / straight","Department for Environment, Food and Rural Affairs","700","690","34340","30850"
"New entrant CS","2022","Male","Heterosexual / straight","Department for International Trade","110","110","38950","31800"
"New entrant CS","2022","Male","Heterosexual / straight","Department for Levelling Up, Housing and Communities","210","210","36090","33210"
"New entrant CS","2022","Male","Heterosexual / straight","Department for Transport","610","600","31820","26130"
"New entrant CS","2022","Male","Heterosexual / straight","Department for Work and Pensions","3270","3250","27080","27570"
"New entrant CS","2022","Male","Heterosexual / straight","Department of Health and Social Care","530","490","36490","32330"
"New entrant CS","2022","Male","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Food Standards Agency","60","60","33400","32350"
"New entrant CS","2022","Male","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","HM Land Registry","110","110","28510","27130"
"New entrant CS","2022","Male","Heterosexual / straight","HM Revenue and Customs","2040","2020","28280","26590"
"New entrant CS","2022","Male","Heterosexual / straight","HM Treasury","120","110","37580","29320"
"New entrant CS","2022","Male","Heterosexual / straight","Home Office","280","270","30770","24880"
"New entrant CS","2022","Male","Heterosexual / straight","Ministry of Defence","1680","1660","32030","29000"
"New entrant CS","2022","Male","Heterosexual / straight","Ministry of Justice","3600","3510","27640","24800"
"New entrant CS","2022","Male","Heterosexual / straight","National Crime Agency","220","220","38130","36410"
"New entrant CS","2022","Male","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","60","60","51580","51360"
"New entrant CS","2022","Male","Heterosexual / straight","Office of Gas and Electricity Markets","180","180","37330","29040"
"New entrant CS","2022","Male","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Scottish Government","810","800","30520","27230"
"New entrant CS","2022","Male","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","UK Export Finance","50","50","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","UK Statistics Authority","330","310","30700","30210"
"New entrant CS","2022","Male","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Welsh Government","110","100","37150","31210"
"New entrant CS","2022","Male","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Cabinet Office","50","50","36660","33280"
"New entrant CS","2022","Male","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Department for Education","30","30","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Department for Environment, Food and Rural Affairs","110","110","33520","32160"
"New entrant CS","2022","Male","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Department for Levelling Up, Housing and Communities","40","30","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Department for Transport","80","80","33350","30050"
