"Status","Year","Profession_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Operational Delivery","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Department for Business, Energy and Industrial Strategy","60","60","34140","27010"
"Leaver Dept.","2021","Operational Delivery","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Department for Transport","50","50","26950","21590"
"Leaver Dept.","2021","Operational Delivery","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Home Office","170","170","27650","25040"
"Leaver Dept.","2021","Operational Delivery","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Ministry of Justice","320","310","26270","22100"
"Leaver Dept.","2021","Operational Delivery","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","United Kingdom Statistics Authority","60","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Ministry of Defence","80","70","30830","25390"
"Leaver Dept.","2021","Other","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Ministry of Defence","60","60","34300","32780"
"Leaver Dept.","2021","Other","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Department for Business, Energy and Industrial Strategy","150","140","45110","40220"
"Leaver Dept.","2021","Policy","Female","Department for Digital, Culture, Media and Sport","80","80","46970","49600"
"Leaver Dept.","2021","Policy","Female","Department for Education","80","80","45780","40860"
"Leaver Dept.","2021","Policy","Female","Department for Environment, Food and Rural Affairs","180","180","40950","36200"
"Leaver Dept.","2021","Policy","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Home Office","110","100","50590","42410"
"Leaver Dept.","2021","Policy","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Ministry of Housing, Communities and Local Government","110","110","43880","39600"
"Leaver Dept.","2021","Policy","Female","Ministry of Justice","70","70","40900","36800"
"Leaver Dept.","2021","Policy","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Department for Business, Energy and Industrial Strategy","160","150","47160","40220"
"Leaver Dept.","2021","Policy","Male","Department for Digital, Culture, Media and Sport","70","70","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Department for Education","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Department for Environment, Food and Rural Affairs","140","140","40840","36030"
"Leaver Dept.","2021","Policy","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","HM Treasury","60","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Home Office","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Ministry of Housing, Communities and Local Government","100","100","38450","33210"
"Leaver Dept.","2021","Policy","Male","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
