"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","65+","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","No function","340","330","29500","27680"
"Leaver Dept.","2022","20-29","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Analysis","130","130","35850","34430"
"Leaver Dept.","2022","20-29","Declared non-disabled","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Communications","60","60","33460","33500"
"Leaver Dept.","2022","20-29","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Digital, Data & Technology","90","90","33810","33740"
"Leaver Dept.","2022","20-29","Declared non-disabled","Finance","60","60","33240","31800"
"Leaver Dept.","2022","20-29","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Human Resources","150","140","30470","28000"
"Leaver Dept.","2022","20-29","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","No function","2810","2720","30150","27570"
"Leaver Dept.","2022","20-29","Declared non-disabled","Project Delivery","130","130","29010","27540"
"Leaver Dept.","2022","20-29","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Security","30","30","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Unknown","670","610","30520","27570"
"Leaver Dept.","2022","20-29","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","No function","160","160","29780","27910"
"Leaver Dept.","2022","20-29","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Analysis","80","40","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Commercial","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Communications","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Digital, Data & Technology","60","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Finance","60","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Human Resources","60","40","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","No function","1260","1090","31700","32000"
"Leaver Dept.","2022","20-29","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","450","390","31510","29070"
"Leaver Dept.","2022","30-39","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","No function","330","310","35730","31990"
"Leaver Dept.","2022","30-39","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Analysis","80","70","47280","45540"
"Leaver Dept.","2022","30-39","Declared non-disabled","Commercial","60","60","39120","37400"
"Leaver Dept.","2022","30-39","Declared non-disabled","Communications","100","90","42260","37290"
"Leaver Dept.","2022","30-39","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Digital, Data & Technology","140","130","40670","37600"
"Leaver Dept.","2022","30-39","Declared non-disabled","Finance","90","90","42610","39960"
"Leaver Dept.","2022","30-39","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Human Resources","140","140","37400","32330"
"Leaver Dept.","2022","30-39","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","No function","2720","2590","37550","33210"
"Leaver Dept.","2022","30-39","Declared non-disabled","Project Delivery","120","120","40640","38600"
"Leaver Dept.","2022","30-39","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Security","30","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Unknown","790","700","36190","30830"
"Leaver Dept.","2022","30-39","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","No function","170","170","36410","32340"
"Leaver Dept.","2022","30-39","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Analysis","70","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Commercial","60","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Communications","60","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Digital, Data & Technology","80","60","37350","36250"
"Leaver Dept.","2022","30-39","Unknown","Finance","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Human Resources","40","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","No function","870","750","39180","34540"
"Leaver Dept.","2022","30-39","Unknown","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","320","240","34770","30820"
"Leaver Dept.","2022","40-49","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","No function","250","230","37150","31990"
"Leaver Dept.","2022","40-49","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Communications","60","60","47860","40640"
"Leaver Dept.","2022","40-49","Declared non-disabled","Counter Fraud","30","30","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Digital, Data & Technology","130","130","48480","45580"
"Leaver Dept.","2022","40-49","Declared non-disabled","Finance","100","90","45180","40470"
"Leaver Dept.","2022","40-49","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Human Resources","110","110","40330","36330"
"Leaver Dept.","2022","40-49","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","1970","1830","42370","36410"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","130","120","46410","42150"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","40","30","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","500","450","41120","33300"
"Leaver Dept.","2022","40-49","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","No function","110","100","37380","31830"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","60","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data & Technology","70","50","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Finance","70","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","820","680","46750","41820"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","180","140","42850","34600"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","220","200","36450","30320"
