"Status","Year","Function_of_post","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","No function","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North West (England)","Unknown","60","60","24740","21050"
"Leaver Dept.","2021","No function","North West (England)","White","70","60","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Scotland","White","60","60","26910","24050"
"Leaver Dept.","2021","No function","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South East (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","South East (England)","White","140","130","30150","27930"
"Leaver Dept.","2021","No function","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South West (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","No function","South West (England)","White","70","70","33430","28650"
"Leaver Dept.","2021","No function","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Unknown","380","380","32800","32000"
"Leaver Dept.","2021","No function","Unknown","White","180","180","37610","32000"
"Leaver Dept.","2021","No function","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales","White","120","110","27410","21590"
"Leaver Dept.","2021","No function","West Midlands (England)","Asian","60","60","22100","19930"
"Leaver Dept.","2021","No function","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands (England)","White","90","90","26130","22080"
"Leaver Dept.","2021","No function","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Yorkshire and The Humber","White","60","60","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East of England","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","White","90","90","48850","45200"
"Leaver Dept.","2021","Project Delivery","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northern Ireland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South West (England)","White","180","180","35540","32410"
"Leaver Dept.","2021","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Wales","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East of England","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Other ethnicity","[c]","[c]","[c]","[c]"
