"Status","Year","Responsibility_level","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Asian","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Black","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","470","410","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","White","830","750","30460","26310"
"Leaver CS","2022","Unknown","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","240","240","36090","33420"
"Leaver CS","2022","Unknown","Other","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","White","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","White","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","210","120","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","White","170","140","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Asian","90","90","21050","19930"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Black","50","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","Unknown","190","190","20770","20470"
"Leaver Dept.","2021","AA/AO","Operational Delivery","White","440","420","20650","21010"
"Leaver Dept.","2021","AA/AO","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Asian","120","110","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Unknown","340","330","21270","21010"
"Leaver Dept.","2021","AA/AO","Unknown","White","610","570","21030","21010"
"Leaver Dept.","2021","EO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
