"Status","Year","Sexual_orientation","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Greater Manchester","Unknown","100","90","33600","27370"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","No function","510","420","28040","26000"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Project Delivery","50","50","34680","33000"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Property","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Security","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Hampshire and Isle of Wight","Unknown","190","180","29300","26670"
"Leaver CS","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","No function","190","180","29820","27570"
"Leaver CS","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Highlands and Islands","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Highlands and Islands","No function","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Highlands and Islands","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Digital, Data & Technology","100","100","55810","54700"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Human Resources","60","50","43990","40000"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","No function","1160","1080","41420","34440"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Analysis","110","100","39230","36120"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Commercial","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Communications","120","100","44200","40330"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Digital, Data & Technology","100","90","45890","42850"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Finance","70","60","49410","42920"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Human Resources","100","100","44800","37610"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Legal","210","200","46900","51250"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","No function","1270","1180","44080","40000"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Project Delivery","70","70","56280","55620"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Security","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Inner London - West","Unknown","280","250","46970","38030"
"Leaver CS","2022","Heterosexual / straight","Kent","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Kent","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Kent","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Kent","No function","400","360","31500","29290"
"Leaver CS","2022","Heterosexual / straight","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Kent","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Kent","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Kent","Unknown","80","60","28600","26040"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","No function","500","440","23880","21260"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lancashire","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","No function","410","380","30180","27570"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","No function","130","120","28800","27570"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Lincolnshire","Unknown","60","50","26670","21480"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","No function","340","290","29320","27570"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Merseyside","Unknown","270","220","24740","24880"
"Leaver CS","2022","Heterosexual / straight","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Eastern Scotland","No function","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Eastern Scotland","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","No function","110","100","34670","27570"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Security","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North Yorkshire","Unknown","80","70","26990","22330"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Unknown","70","60","24820","22020"
"Leaver CS","2022","Heterosexual / straight","Northumberland, and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northumberland, and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northumberland, and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northumberland, and Tyne and Wear","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northumberland, and Tyne and Wear","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
