"Status","Year","Sexual_orientation","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Heterosexual / straight","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Knowledge and Information Management","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Medicine","70","60","97370","107720"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Operational Delivery","1000","940","35920","29030"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Other","80","80","32840","27570"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Policy","140","110","55350","52840"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Project Delivery","60","60","44310","37660"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Property","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Science and Engineering","260","240","47450","42790"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Unknown","150","140","50150","47370"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Operational Delivery","190","160","39370","29230"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Science and Engineering","60","50","47590","40570"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Operational Delivery","60","50","34290","28200"
"Leaver Dept.","2022","Heterosexual / straight","65+","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Operational Delivery","210","200","27320","27570"
"Leaver Dept.","2022","LGBO","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Policy","100","90","38150","35070"
"Leaver Dept.","2022","LGBO","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Science and Engineering","50","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Unknown","80","80","35600","34550"
"Leaver Dept.","2022","LGBO","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Operational Delivery","130","130","32500","27570"
"Leaver Dept.","2022","LGBO","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Policy","70","60","47170","50070"
"Leaver Dept.","2022","LGBO","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Science and Engineering","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Operational Delivery","80","70","38630","32260"
"Leaver Dept.","2022","LGBO","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Operational Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
