"Status","Year","Function_of_post","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Legal","White","Declared non-disabled","100","100","46940","50000"
"Leaver Dept.","2021","Legal","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Asian","Declared non-disabled","220","220","33540","29190"
"Leaver Dept.","2021","No function","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Black","Declared non-disabled","110","110","33610","32560"
"Leaver Dept.","2021","No function","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Mixed","Declared non-disabled","100","100","40800","34590"
"Leaver Dept.","2021","No function","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Declared non-disabled","60","60","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Unknown","1240","1220","36570","32000"
"Leaver Dept.","2021","No function","White","Declared disabled","240","230","37030","32360"
"Leaver Dept.","2021","No function","White","Declared non-disabled","1470","1430","40140","33640"
"Leaver Dept.","2021","No function","White","Undeclared","100","90","35830","32000"
"Leaver Dept.","2021","No function","White","Unknown","120","110","44150","36840"
"Leaver Dept.","2021","Project Delivery","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","70","70","42840","38600"
"Leaver Dept.","2021","Project Delivery","White","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Declared non-disabled","280","280","40960","35690"
"Leaver Dept.","2021","Project Delivery","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Property","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","Declared non-disabled","60","50","40140","33300"
"Leaver Dept.","2021","Property","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Declared non-disabled","400","370","32680","29500"
"Leaver Dept.","2021","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Declared non-disabled","180","170","32880","28670"
"Leaver Dept.","2021","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Declared non-disabled","100","90","37120","33960"
"Leaver Dept.","2021","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared non-disabled","80","70","33830","30300"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","120","110","33330","29290"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","80","80","41040","37190"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1070","830","35280","31060"
"Leaver Dept.","2021","Unknown","White","Declared disabled","330","300","33490","27570"
"Leaver Dept.","2021","Unknown","White","Declared non-disabled","2480","2280","34760","29430"
"Leaver Dept.","2021","Unknown","White","Undeclared","120","100","34720","27570"
"Leaver Dept.","2021","Unknown","White","Unknown","120","100","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","140","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","Declared non-disabled","200","190","43890","38740"
"Leaver Dept.","2022","Analysis","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","170","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","Declared non-disabled","150","150","42860","39380"
"Leaver Dept.","2022","Commercial","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","140","50","[c]","[c]"
"Leaver Dept.","2022","Communications","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","White","Declared non-disabled","190","180","42970","37610"
"Leaver Dept.","2022","Communications","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","White","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
