"Status","Year","Region_ITL3","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Falkirk","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","20-29","No function","40","40","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","50-59","Unknown","120","100","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","60-64","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","20-29","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Glasgow City","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","30-39","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Glasgow City","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","60-64","Unknown","60","50","37300","28380"
"Leaver CS","2021","Glasgow City","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","65+","Unknown","50","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","20-29","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","50-59","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","60-64","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","20-29","Unknown","[c]","[c]","[c]","[c]"
