"Status","Year","Disability","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Defence Electronics and Components Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Equipment and Support","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Equipment and Support","20-29","160","150","25400","25310"
"Leaver CS","2022","Declared non-disabled","Defence Equipment and Support","30-39","110","110","33560","32960"
"Leaver CS","2022","Declared non-disabled","Defence Equipment and Support","40-49","50","50","37110","34500"
"Leaver CS","2022","Declared non-disabled","Defence Equipment and Support","50-59","90","90","38320","36850"
"Leaver CS","2022","Declared non-disabled","Defence Equipment and Support","60-64","110","100","41660","38520"
"Leaver CS","2022","Declared non-disabled","Defence Equipment and Support","65+","60","50","33730","31650"
"Leaver CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","20-29","100","100","25840","27010"
"Leaver CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","65+","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","80","80","37610","33570"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","70","70","48590","53380"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education (excl. agencies)","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","100","100","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","16-19","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","20-29","1290","1260","25230","25110"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","30-39","850","800","27680","27570"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","40-49","790","720","27550","27570"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","50-59","1260","1120","28250","27570"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","60-64","930","720","28870","27570"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","65+","860","590","26040","26120"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Disclosure Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Disclosure Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Disclosure Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Disclosure Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","20-29","60","60","22230","21840"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","30-39","70","50","26530","21840"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","60-64","40","20","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","65+","30","20","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","50-59","60","60","29850","26780"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","60-64","60","50","29140","26800"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","65+","70","50","28180","27750"
"Leaver CS","2022","Declared non-disabled","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education and Skills Funding Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education and Skills Funding Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Estyn","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Estyn","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Estyn","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Estyn","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","FCDO Services","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","FCDO Services","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","FCDO Services","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","FCDO Services","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","FCDO Services","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","FCDO Services","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","50","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Forestry and Land Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Forestry and Land Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Forestry and Land Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Forestry and Land Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Forestry and Land Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Forestry and Land Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Forestry and Land Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Actuary's Department","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Actuary's Department","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Actuary's Department","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Actuary's Department","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Actuary's Department","60-64","[c]","[c]","[c]","[c]"
