"Status","Year","Responsibility_level","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","AA/AO","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Office of the Public Guardian","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Public Health England","60","60","20850","20230"
"Leaver CS","2021","AA/AO","Operational Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Rural Payments Agency","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Scottish Courts and Tribunals Service","60","50","21730","20850"
"Leaver CS","2021","AA/AO","Operational Delivery","Scottish Prison Service","60","50","22890","21810"
"Leaver CS","2021","AA/AO","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","United Kingdom Statistics Authority","120","80","19480","19130"
"Leaver CS","2021","AA/AO","Operational Delivery","Valuation Office Agency","50","50","20280","19920"
"Leaver CS","2021","AA/AO","Operational Delivery","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Research","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Research","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Operational Research","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Ministry of Defence (excl. agencies)","410","380","20570","20920"
"Leaver CS","2021","AA/AO","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Planning Inspectors","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Policy","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Ministry of Defence (excl. agencies)","60","50","18240","18260"
"Leaver CS","2021","AA/AO","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Psychology","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","Defence Science and Technology Laboratory","50","50","17450","17180"
"Leaver CS","2021","AA/AO","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Science and Engineering","Public Health England","100","90","20520","20150"
"Leaver CS","2021","AA/AO","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Ministry of Defence (excl. agencies)","290","280","27890","23540"
"Leaver CS","2021","AA/AO","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Social Research","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Social Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Statistics","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Statistics","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Statistics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Statistics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Cabinet Office (excl. agencies)","80","80","20730","20450"
"Leaver CS","2021","AA/AO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Department for Work and Pensions (excl. agencies)","2060","1750","21210","21010"
"Leaver CS","2021","AA/AO","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Forestry and Land Scotland","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","HM Prison and Probation Service","100","90","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","HM Revenue and Customs (excl. agencies)","2440","1960","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Home Office (incl. agencies)","200","160","21490","21010"
"Leaver CS","2021","AA/AO","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Scottish Government (excl. agencies)","50","50","22430","22230"
"Leaver CS","2021","AA/AO","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","The National Archives","[c]","[c]","[c]","[c]"
