"Status","Year","Sexual_orientation","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","LGBO","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
