"Status","Year","Sexual_orientation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","20-29","80","80","27700","25120"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","30-39","70","70","32730","30040"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","40-49","70","70","39820","35560"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","50-59","110","100","42510","36130"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","60-64","130","110","48580","46060"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","65+","70","50","36380","30040"
"Leaver CS","2022","Heterosexual / straight","The National Archives","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","20-29","90","90","24500","23050"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","30-39","60","50","33720","30210"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","50-59","60","40","30730","23610"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","60-64","40","20","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","65+","60","40","23840","20350"
"Leaver CS","2022","Heterosexual / straight","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","60-64","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","65+","50","40","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","20-29","40","30","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","40-49","[c]","[c]","[c]","[c]"
