"Status","Year","Function_of_post","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","EO","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","SEO/HEO","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AA/AO","330","310","21310","21010"
"Leaver Dept.","2021","Unknown","Unknown","EO","250","210","28120","27570"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","220","140","56370","54650"
"Leaver Dept.","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","380","270","36150","35070"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","AA/AO","690","640","21090","21010"
"Leaver Dept.","2021","Unknown","White","EO","900","850","27080","27570"
"Leaver Dept.","2021","Unknown","White","G6/G7","430","390","58000","56150"
"Leaver Dept.","2021","Unknown","White","SCS","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","SEO/HEO","920","830","35820","35070"
"Leaver Dept.","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6/G7","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO/HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","G6/G7","80","70","57080","54400"
"Leaver Dept.","2022","Analysis","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","SEO/HEO","170","160","35640","34710"
"Leaver Dept.","2022","Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO/HEO","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","G6/G7","70","60","58670","54700"
"Leaver Dept.","2022","Commercial","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","SEO/HEO","110","90","37250","37400"
"Leaver Dept.","2022","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6/G7","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","White","G6/G7","60","50","[c]","[c]"
"Leaver Dept.","2022","Communications","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","White","SEO/HEO","140","140","36660","36330"
"Leaver Dept.","2022","Counter Fraud","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","White","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","White","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","Debt","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO/HEO","120","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","White","EO","50","50","27060","26700"
"Leaver Dept.","2022","Digital, Data & Technology","White","G6/G7","120","110","57520","54700"
"Leaver Dept.","2022","Digital, Data & Technology","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","White","SEO/HEO","220","210","36550","36500"
"Leaver Dept.","2022","Digital, Data & Technology","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
