"Status","Year","Disability","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","20-29","70","70","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","20-29","110","100","25520","21840"
"Leaver CS","2022","Unknown","Department for Transport","30-39","70","70","31910","28240"
"Leaver CS","2022","Unknown","Department for Transport","40-49","60","60","28820","26130"
"Leaver CS","2022","Unknown","Department for Transport","50-59","80","70","30290","26130"
"Leaver CS","2022","Unknown","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","20-29","380","370","25100","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions","30-39","270","260","28430","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","40-49","160","150","28260","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","50-59","150","150","26660","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","20-29","340","140","33180","32640"
"Leaver CS","2022","Unknown","Department of Health and Social Care","30-39","280","140","43560","40260"
"Leaver CS","2022","Unknown","Department of Health and Social Care","40-49","270","170","52030","49900"
"Leaver CS","2022","Unknown","Department of Health and Social Care","50-59","260","170","53440","47090"
"Leaver CS","2022","Unknown","Department of Health and Social Care","60-64","90","70","55800","45840"
"Leaver CS","2022","Unknown","Department of Health and Social Care","65+","60","50","52920","40560"
"Leaver CS","2022","Unknown","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","20-29","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","20-29","60","60","27060","22600"
"Leaver CS","2022","Unknown","HM Land Registry","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","20-29","450","430","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","30-39","280","250","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","40-49","200","170","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","50-59","290","240","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","60-64","260","200","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","65+","180","120","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","20-29","180","180","27980","25630"
"Leaver CS","2022","Unknown","Home Office","30-39","70","70","35750","30820"
"Leaver CS","2022","Unknown","Home Office","40-49","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","20-29","260","260","25110","23700"
"Leaver CS","2022","Unknown","Ministry of Defence","30-39","210","200","32720","31780"
"Leaver CS","2022","Unknown","Ministry of Defence","40-49","160","150","35010","32670"
"Leaver CS","2022","Unknown","Ministry of Defence","50-59","190","180","35670","33430"
"Leaver CS","2022","Unknown","Ministry of Defence","60-64","150","140","37370","34870"
"Leaver CS","2022","Unknown","Ministry of Defence","65+","100","90","31230","26240"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","20-29","1160","1130","22680","20970"
"Leaver CS","2022","Unknown","Ministry of Justice","30-39","580","550","26490","22620"
"Leaver CS","2022","Unknown","Ministry of Justice","40-49","290","270","30690","23720"
"Leaver CS","2022","Unknown","Ministry of Justice","50-59","250","230","27480","21390"
"Leaver CS","2022","Unknown","Ministry of Justice","60-64","100","80","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","65+","60","40","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","50-59","50","50","47100","41960"
"Leaver CS","2022","Unknown","National Crime Agency","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","20-29","170","160","26030","25120"
"Leaver CS","2022","Unknown","Scottish Government","30-39","110","100","30860","28990"
"Leaver CS","2022","Unknown","Scottish Government","40-49","90","80","36560","31540"
"Leaver CS","2022","Unknown","Scottish Government","50-59","170","160","38430","35000"
"Leaver CS","2022","Unknown","Scottish Government","60-64","150","120","37860","35000"
"Leaver CS","2022","Unknown","Scottish Government","65+","90","70","32940","30450"
"Leaver CS","2022","Unknown","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","20-29","70","70","23970","22130"
"Leaver CS","2022","Unknown","UK Statistics Authority","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","65+","30","20","[c]","[c]"
"Leaver CS","2022","Unknown","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","20-29","60","60","32840","32000"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
