"Status","Year","Sex","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Public Health England","250","230","37150","33070"
"Leaver Dept.","2022","Female","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Cabinet Office (excl. agencies)","460","450","46660","40600"
"Leaver Dept.","2022","Female","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Crown Prosecution Service","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Defence Equipment and Support","130","130","32280","29550"
"Leaver Dept.","2022","Female","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","200","190","45670","40050"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Digital, Culture, Media and Sport","80","80","41400","34350"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Education (excl. agencies)","160","150","44400","40510"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","150","140","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for International Trade","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","130","120","40670","36340"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Transport (excl. agencies)","80","70","45250","42890"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Work and Pensions (excl. agencies)","1330","1280","29080","27570"
"Leaver Dept.","2022","Female","Declared non-disabled","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Driver and Vehicle Licensing Agency","70","60","29200","26470"
"Leaver Dept.","2022","Female","Declared non-disabled","Driver and Vehicle Standards Agency","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","140","50","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Government Legal Department","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","HM Courts and Tribunals Service","230","220","27360","23170"
"Leaver Dept.","2022","Female","Declared non-disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","HM Prison and Probation Service","230","220","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","HM Revenue and Customs (excl. agencies)","370","350","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","HM Treasury (excl. agencies)","80","80","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Home Office","540","510","35600","28850"
"Leaver Dept.","2022","Female","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Ministry of Defence (excl. agencies)","220","210","35900","31850"
"Leaver Dept.","2022","Female","Declared non-disabled","Ministry of Justice (excl. agencies)","180","170","40830","36950"
"Leaver Dept.","2022","Female","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of the Public Guardian","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Public Health England","2960","2680","39370","33340"
"Leaver Dept.","2022","Female","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Rural Payments Agency","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","UK Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Work and Pensions (excl. agencies)","100","90","30630","27570"
"Leaver Dept.","2022","Female","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
