"Status","Year","Profession_of_post","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Commercial","Commercial","Female","220","120","40580","38980"
"Leaver Dept.","2022","Commercial","Commercial","Male","180","110","46030","41500"
"Leaver Dept.","2022","Commercial","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","Female","220","150","40530","36330"
"Leaver Dept.","2022","Communications","Communications","Male","160","100","42970","36930"
"Leaver Dept.","2022","Communications","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","Female","60","50","30490","27570"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","Male","60","60","31310","27610"
"Leaver Dept.","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Digital, Data & Technology","Female","290","230","40650","36780"
"Leaver Dept.","2022","Digital, Data and Technology","Digital, Data & Technology","Male","390","340","42010","38000"
"Leaver Dept.","2022","Digital, Data and Technology","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Analysis","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Economics","Analysis","Male","80","70","42960","34940"
"Leaver Dept.","2022","Economics","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Finance","Female","280","190","39550","35530"
"Leaver Dept.","2022","Finance","Finance","Male","260","190","43790","40190"
"Leaver Dept.","2022","Finance","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Human Resources","Female","400","360","38230","33300"
"Leaver Dept.","2022","Human Resources","Human Resources","Male","150","130","40460","34310"
"Leaver Dept.","2022","Human Resources","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","No function","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","International Trade","No function","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","No function","Female","170","150","44240","40940"
"Leaver Dept.","2022","Knowledge and Information Management","No function","Male","90","80","45530","42850"
"Leaver Dept.","2022","Knowledge and Information Management","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","Female","70","70","59100","58500"
"Leaver Dept.","2022","Legal","Legal","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Medicine","No function","Female","260","210","84080","91570"
"Leaver Dept.","2022","Medicine","No function","Male","140","120","102490","107000"
"Leaver Dept.","2022","Medicine","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Grants Management","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Human Resources","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Legal","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","No function","Female","4870","4500","33040","27570"
"Leaver Dept.","2022","Operational Delivery","No function","Male","2630","2530","34460","27570"
"Leaver Dept.","2022","Operational Delivery","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Female","380","350","28210","25040"
"Leaver Dept.","2022","Operational Delivery","Unknown","Male","350","350","27920","25040"
"Leaver Dept.","2022","Operational Research","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Debt","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Other","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","No function","Female","210","210","30790","27570"
"Leaver Dept.","2022","Other","No function","Male","150","150","32560","27570"
"Leaver Dept.","2022","Other","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Project Delivery","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Other","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Security","Male","[c]","[c]","[c]","[c]"
