"Status","Year","Parent_department","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Welsh Government","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Heterosexual / straight","Declared non-disabled","110","100","41630","33760"
"Leaver Dept.","2021","Attorney General's Departments","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Heterosexual / straight","Declared disabled","90","90","39150","34140"
"Leaver Dept.","2021","Cabinet Office","Heterosexual / straight","Declared non-disabled","510","500","42630","34550"
"Leaver Dept.","2021","Cabinet Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","LGBO","Declared non-disabled","70","70","40150","34550"
"Leaver Dept.","2021","Cabinet Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Declared non-disabled","60","60","41770","33250"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Unknown","530","530","36270","32000"
"Leaver Dept.","2021","Chancellor's other departments","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Declared non-disabled","270","260","45190","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Unknown","60","60","46440","40050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","150","140","37340","33640"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Declared non-disabled","100","100","48980","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Heterosexual / straight","Declared non-disabled","130","130","43590","40510"
"Leaver Dept.","2021","Department for Education","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","540","530","38310","34730"
"Leaver Dept.","2021","Department for International Trade","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Heterosexual / straight","Declared non-disabled","80","80","45550","39250"
"Leaver Dept.","2021","Department for International Trade","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Unknown","100","100","39680","37610"
"Leaver Dept.","2021","Department for Transport","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Heterosexual / straight","Declared non-disabled","220","220","38590","34700"
"Leaver Dept.","2021","Department for Transport","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Undeclared","50","50","40800","42230"
"Leaver Dept.","2021","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Heterosexual / straight","Declared disabled","110","110","31760","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Heterosexual / straight","Declared non-disabled","720","700","30430","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","LGBO","Declared non-disabled","50","50","29950","27570"
"Leaver Dept.","2021","Department for Work and Pensions","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Declared non-disabled","50","50","30790","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Declared non-disabled","210","200","29740","27570"
