"Status","Year","Region_ITL1","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","London","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Health and Safety Executive","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Health and Safety Executive","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Courts and Tribunals Service","White","50","40","[c]","[c]"
"Leaver Dept.","2021","London","HM Prison and Probation Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Prison and Probation Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Prison and Probation Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Prison and Probation Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Prison and Probation Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Prison and Probation Service","White","40","30","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs (excl. agencies)","Asian","50","50","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs (excl. agencies)","Unknown","150","150","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs (excl. agencies)","White","120","120","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury (excl. agencies)","White","80","80","[c]","[c]"
"Leaver Dept.","2021","London","Home Office (incl. agencies)","Asian","100","100","37550","34250"
"Leaver Dept.","2021","London","Home Office (incl. agencies)","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Home Office (incl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Home Office (incl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Home Office (incl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Home Office (incl. agencies)","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","London","Home Office (incl. agencies)","White","330","320","46770","41960"
"Leaver Dept.","2021","London","Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Insolvency Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Insolvency Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Institute for Apprenticeships and Technical Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal Aid Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal Aid Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Maritime and Coastguard Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Maritime and Coastguard Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Medicines and Healthcare Products Regulatory Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Medicines and Healthcare Products Regulatory Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Medicines and Healthcare Products Regulatory Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Medicines and Healthcare Products Regulatory Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Medicines and Healthcare Products Regulatory Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence (excl. agencies)","White","90","90","49940","45200"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","40","30","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","50","50","43930","43450"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government (excl. agencies)","White","180","170","42130","34100"
"Leaver Dept.","2021","London","Ministry of Justice (excl. agencies)","Asian","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice (excl. agencies)","Unknown","60","60","43140","36800"
"Leaver Dept.","2021","London","Ministry of Justice (excl. agencies)","White","150","150","44830","38070"
"Leaver Dept.","2021","London","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Infrastructure Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Infrastructure Commission","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Infrastructure Commission","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Infrastructure Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Infrastructure Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Infrastructure Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Savings and Investments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Savings and Investments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Savings and Investments","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Savings and Investments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Savings and Investments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Savings and Investments","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Budget Responsibility","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Budget Responsibility","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Budget Responsibility","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Budget Responsibility","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Budget Responsibility","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Budget Responsibility","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education, Children's Services and Skills","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
