"Status","Year","Region_ITL1","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East of England","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","No function","40","30","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","No function","170","160","39490","35060"
"Leaver Dept.","2021","London","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Unknown","230","210","37590","33960"
"Leaver Dept.","2021","London","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","No function","110","110","35730","32950"
"Leaver Dept.","2021","London","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Unknown","130","120","36330","34330"
"Leaver Dept.","2021","London","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","No function","90","90","42860","38770"
"Leaver Dept.","2021","London","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Unknown","80","70","40440","35070"
"Leaver Dept.","2021","London","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","No function","80","80","40900","37110"
"Leaver Dept.","2021","London","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Unknown","70","60","42000","40050"
"Leaver Dept.","2021","London","Unknown","Analysis","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Communications","60","50","41470","39270"
"Leaver Dept.","2021","London","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","No function","630","620","42490","37410"
"Leaver Dept.","2021","London","Unknown","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","560","370","41820","37280"
"Leaver Dept.","2021","London","White","Analysis","120","120","42740","39350"
"Leaver Dept.","2021","London","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","White","Communications","80","80","45240","40220"
"Leaver Dept.","2021","London","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","White","Digital, Data & Technology","70","60","53710","54700"
"Leaver Dept.","2021","London","White","Finance","50","50","[c]","[c]"
"Leaver Dept.","2021","London","White","Human Resources","120","120","43310","36800"
"Leaver Dept.","2021","London","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","White","Legal","80","80","48810","51040"
"Leaver Dept.","2021","London","White","No function","990","960","47000","41820"
"Leaver Dept.","2021","London","White","Project Delivery","90","90","48850","45200"
"Leaver Dept.","2021","London","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","White","Unknown","900","770","46890","41950"
"Leaver Dept.","2021","North East (England)","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
