"Status","Year","Function_of_post","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","White","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Black","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chinese","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
