"Status","Year","Organisation","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Inner London - West","140","140","42600","36800"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","Inner London - West","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
