"Status","Year","Region_ITL1","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","North West (England)","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Department for Work and Pensions","90","80","26380","27570"
"Leaver CS","2022","North West (England)","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Department for Work and Pensions","110","90","28100","26120"
"Leaver CS","2022","North West (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Department for Work and Pensions","400","350","26830","25670"
"Leaver CS","2022","North West (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","HM Revenue and Customs","800","680","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Home Office","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Ministry of Justice","300","270","22170","20970"
"Leaver CS","2022","North West (England)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Ministry of Defence","50","50","26100","22130"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","HM Revenue and Customs","110","100","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Department for Work and Pensions","520","450","25470","27570"
"Leaver CS","2022","Scotland","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Home Office","50","40","27300","24890"
"Leaver CS","2022","Scotland","Heterosexual / straight","Ministry of Defence","250","240","31690","30410"
"Leaver CS","2022","Scotland","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Office of Gas and Electricity Markets","50","50","35490","34950"
"Leaver CS","2022","Scotland","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Scottish Government","520","470","39160","35000"
"Leaver CS","2022","Scotland","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
