"Status","Year","Function_of_post","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Debt","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Inner London - West","90","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Inner London - West","80","60","48170","40540"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Outer London - West and North West","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Inner London - West","100","60","50250","45200"
"Leaver Dept.","2022","Finance","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","West Yorkshire","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Inner London - West","80","60","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","West Yorkshire","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
