"Status","Year","Sexual_orientation","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","G6/G7","190","80","58090","54290"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","SCS","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","SEO/HEO","280","100","36740","36940"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","AA/AO","50","40","22600","21680"
"Leaver CS","2022","Undeclared","Home Office","EO","120","90","28420","27370"
"Leaver CS","2022","Undeclared","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","SEO/HEO","60","50","37500","36570"
"Leaver CS","2022","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","AA/AO","190","180","24370","21380"
"Leaver CS","2022","Undeclared","Ministry of Defence","EO","110","100","28190","26930"
"Leaver CS","2022","Undeclared","Ministry of Defence","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","SEO/HEO","210","190","38570","38070"
"Leaver CS","2022","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","AA/AO","340","290","20710","20970"
"Leaver CS","2022","Undeclared","Ministry of Justice","EO","70","70","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","SEO/HEO","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","G6/G7","60","50","59650","57040"
"Leaver CS","2022","Unknown","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","G6/G7","140","140","65710","64500"
"Leaver CS","2022","Unknown","Cabinet Office","SCS","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","SEO/HEO","110","110","33270","33300"
"Leaver CS","2022","Unknown","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","EO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","80","70","35860","34500"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","EO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","100","90","21360","21300"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","EO","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","110","100","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","EO","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","AA/AO","160","140","21800","21840"
"Leaver CS","2022","Unknown","Department for Transport","EO","110","110","26750","26130"
"Leaver CS","2022","Unknown","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","SEO/HEO","70","70","36400","34800"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","AA/AO","840","700","21280","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions","EO","900","780","27970","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","G6/G7","70","70","59090","59290"
"Leaver CS","2022","Unknown","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","SEO/HEO","140","120","37350","35560"
"Leaver CS","2022","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","EO","60","50","27130","27270"
"Leaver CS","2022","Unknown","Department of Health and Social Care","G6/G7","160","150","58340","54020"
"Leaver CS","2022","Unknown","Department of Health and Social Care","SCS","60","50","100210","93370"
"Leaver CS","2022","Unknown","Department of Health and Social Care","SEO/HEO","180","160","36330","36470"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","AA/AO","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","G6/G7","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","90","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","EO","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","AA/AO","2650","2210","21750","22010"
"Leaver CS","2022","Unknown","HM Revenue and Customs","EO","880","740","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","G6/G7","300","270","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","SCS","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","SEO/HEO","800","690","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","AA/AO","80","80","22370","21680"
"Leaver CS","2022","Unknown","Home Office","EO","120","120","26980","25770"
"Leaver CS","2022","Unknown","Home Office","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","SEO/HEO","90","80","37700","37450"
"Leaver CS","2022","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","AA/AO","260","250","22810","21170"
"Leaver CS","2022","Unknown","Ministry of Defence","EO","180","170","23600","23490"
"Leaver CS","2022","Unknown","Ministry of Defence","G6/G7","80","60","57000","52590"
"Leaver CS","2022","Unknown","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","SEO/HEO","220","210","36670","36960"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","250","250","35960","33270"
"Leaver CS","2022","Unknown","Ministry of Justice","AA/AO","1920","1790","20690","20970"
"Leaver CS","2022","Unknown","Ministry of Justice","EO","170","160","25470","25120"
"Leaver CS","2022","Unknown","Ministry of Justice","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","SEO/HEO","140","130","35710","34260"
"Leaver CS","2022","Unknown","Ministry of Justice","Unknown","590","510","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
