"Status","Year","Region_ITL3","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Stoke-on-Trent","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","20-29","60","60","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","30-39","60","50","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","50-59","60","60","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Heterosexual / straight","65+","30","30","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","60-64","70","50","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","65+","50","40","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","20-29","140","140","30710","27400"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","30-39","130","130","47160","42000"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","40-49","110","100","60980","57160"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","50-59","60","50","54680","51720"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","20-29","60","60","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","30-39","70","60","46180","45700"
"Leaver CS","2022","Tower Hamlets","Unknown","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Heterosexual / straight","20-29","130","130","23090","21260"
"Leaver CS","2022","Tyneside","Heterosexual / straight","30-39","110","100","28930","23390"
"Leaver CS","2022","Tyneside","Heterosexual / straight","40-49","80","80","30970","24890"
"Leaver CS","2022","Tyneside","Heterosexual / straight","50-59","110","100","32190","24250"
"Leaver CS","2022","Tyneside","Heterosexual / straight","60-64","90","70","32210","27570"
"Leaver CS","2022","Tyneside","Heterosexual / straight","65+","70","50","24320","21260"
"Leaver CS","2022","Tyneside","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","20-29","170","160","24930","21260"
"Leaver CS","2022","Tyneside","Unknown","30-39","110","100","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","40-49","80","70","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","50-59","140","110","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","60-64","140","100","[c]","[c]"
"Leaver CS","2022","Tyneside","Unknown","65+","100","70","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","20-29","80","80","22950","21840"
"Leaver CS","2022","Unknown","Heterosexual / straight","30-39","100","80","30710","26470"
"Leaver CS","2022","Unknown","Heterosexual / straight","40-49","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","50-59","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","65+","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","30-39","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","60-64","30","20","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","20-29","170","170","26200","21840"
"Leaver CS","2022","Unknown","Unknown","30-39","150","140","32590","29290"
"Leaver CS","2022","Unknown","Unknown","40-49","90","80","36820","32700"
"Leaver CS","2022","Unknown","Unknown","50-59","90","90","46800","36990"
"Leaver CS","2022","Unknown","Unknown","60-64","60","60","44100","38670"
"Leaver CS","2022","Unknown","Unknown","65+","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","LGBO","60-64","[c]","[c]","[c]","[c]"
