"Status","Year","Parent_department","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Crown Office and Procurator Fiscal Service","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Forestry and Land Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Forestry and Land Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Forestry and Land Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Forestry and Land Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Forestry and Land Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Registers of Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Registers of Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Scottish Forestry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Scottish Forestry","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","No function","100","90","32030","29540"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Welsh Revenue Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Welsh Revenue Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Crown Prosecution Service","Legal","80","80","30990","25480"
"Leaver Dept.","2022","Attorney General's Departments","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Government Legal Department","Legal","80","80","48130","51250"
"Leaver Dept.","2022","Attorney General's Departments","Government Legal Department","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","HM Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Serious Fraud Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Serious Fraud Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Communications","70","70","44260","39370"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Digital, Data & Technology","60","60","48310","54700"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Human Resources","140","140","39290","34550"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","No function","1360","1350","41300","33250"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Cabinet Office (excl. agencies)","Security","70","70","37480","33300"
"Leaver Dept.","2022","Cabinet Office","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Government Actuary's Department","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","No function","40","30","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Companies House","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Companies House","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
